Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5HomeOver2.5Perc,MaxCAHA,Last5AwayOver2.5Perc,HST,Last5HomeOver2.5Count,AST,Last5AwayOver2.5Count,HomeOver2.5Perc,AwayOver2.5Perc,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,B365CD,AvgAwayGoalsConceded,AvgHomeGoalsScored,AvgC>2.5,HS,Over2.5
2022-08-05,F1,20:00,Lyon,Ajaccio,H,H,2022/2023,100.0,1.96,100.0,6,1.0,4,1.0,57.89,68.42,1.0,2.0,2.0,1.0,5.0,2.32,1.84,1.64,11,1
2022-08-21,F1,16:05,Rennes,Ajaccio,H,H,2022/2023,50.0,2.06,100.0,7,1.0,3,2.0,68.42,68.42,1.0,2.0,1.0,1.0,4.33,2.32,2.26,2.05,16,1
2022-08-31,F1,18:00,Montpellier,Ajaccio,H,H,2022/2023,66.67,2.1,66.67,4,2.0,0,2.0,68.42,68.42,1.33,2.0,2.0,0.67,3.1,2.32,1.53,2.31,9,0
2022-09-18,F1,14:00,Brest,Ajaccio,A,D,2022/2023,25.0,2.15,50.0,4,1.0,4,2.0,52.63,68.42,2.5,1.5,0.5,0.75,3.3,2.32,1.26,2.47,8,0
2022-10-08,F1,16:00,Marseille,Ajaccio,A,D,2022/2023,60.0,2.2,60.0,2,3.0,1,3.0,68.42,68.42,1.0,1.4,1.4,1.0,4.0,2.32,1.84,2.11,10,1
2022-10-16,F1,14:00,Troyes,Ajaccio,D,D,2022/2023,60.0,2.0,40.0,2,3.0,7,2.0,42.11,68.42,1.6,1.2,1.4,1.0,3.2,2.32,1.0,2.36,9,0
2022-10-30,F1,12:00,Auxerre,Ajaccio,H,H,2022/2023,20.0,2.03,20.0,5,1.0,1,1.0,42.11,68.42,1.4,1.0,0.8,0.8,3.1,2.32,0.95,2.44,18,0
2022-11-13,F1,14:00,Nantes,Ajaccio,D,D,2022/2023,60.0,2.08,40.0,5,3.0,4,2.0,47.37,68.42,1.4,1.0,1.4,1.2,3.2,2.32,1.05,2.36,15,1
2023-01-01,F1,14:00,Toulouse,Ajaccio,H,D,2022/2023,60.0,2.11,40.0,4,3.0,0,2.0,47.37,68.42,1.6,1.4,2.2,1.0,3.3,2.32,1.42,2.02,11,0
2023-01-15,F1,16:05,Monaco,Ajaccio,H,H,2022/2023,40.0,2.02,40.0,8,2.0,2,2.0,68.42,68.42,1.0,2.6,2.6,0.8,4.75,2.32,1.95,1.88,11,1
2023-02-01,F1,18:00,Angers,Ajaccio,A,H,2022/2023,100.0,1.94,60.0,2,5.0,4,3.0,73.68,68.42,2.0,2.6,1.0,1.0,3.1,2.32,1.05,2.55,6,1
2023-02-10,F1,20:00,Nice,Ajaccio,H,H,2022/2023,40.0,2.18,80.0,3,2.0,3,4.0,36.84,68.42,0.2,3.0,2.2,1.0,3.5,2.32,1.26,2.43,11,1
2023-02-19,F1,14:00,Lorient,Ajaccio,H,H,2022/2023,60.0,1.88,80.0,6,3.0,3,4.0,63.16,68.42,1.0,3.2,1.4,0.6,3.4,2.32,1.37,2.46,10,1
2023-03-05,F1,14:00,Reims,Ajaccio,H,D,2022/2023,60.0,2.01,80.0,3,3.0,1,4.0,52.63,68.42,0.4,3.0,2.4,0.6,4.0,2.32,1.47,2.01,12,0
2023-04-02,F1,14:00,Clermont,Ajaccio,H,A,2022/2023,40.0,1.88,80.0,6,2.0,2,4.0,47.37,68.42,2.0,2.0,0.6,0.6,3.0,2.32,1.05,2.83,14,1
2023-04-16,F1,14:00,Strasbourg,Ajaccio,H,H,2022/2023,40.0,1.99,80.0,6,2.0,1,4.0,52.63,68.42,0.6,2.4,1.8,0.4,3.4,2.32,1.32,2.6,12,1
2023-04-29,F1,16:00,Lille,Ajaccio,H,H,2022/2023,100.0,1.93,80.0,5,5.0,0,4.0,68.42,68.42,1.2,2.4,2.6,0.4,5.5,2.32,2.11,1.76,10,1
2023-05-13,F1,20:00,Paris SG,Ajaccio,H,H,2022/2023,60.0,2.0,80.0,9,3.0,2,4.0,63.16,68.42,1.4,2.8,1.8,0.4,12.0,2.32,2.37,1.39,16,1
2023-05-27,F1,20:00,Lens,Ajaccio,H,H,2022/2023,100.0,2.13,100.0,3,5.0,0,5.0,68.42,68.42,0.6,3.2,2.4,0.4,7.0,2.32,2.16,1.6,12,1
2022-08-14,F1,14:00,Auxerre,Angers,D,H,2022/2023,100.0,1.88,100.0,4,1.0,2,1.0,42.11,63.16,2.0,2.0,2.0,2.0,3.3,2.37,0.95,2.02,11,1
2022-08-28,F1,14:00,Troyes,Angers,H,H,2022/2023,100.0,1.99,100.0,11,2.0,3,2.0,42.11,63.16,2.0,2.5,1.5,1.5,3.3,2.37,1.0,2.1,25,1
2022-09-03,F1,18:00,Lyon,Angers,H,H,2022/2023,100.0,2.15,100.0,9,4.0,3,3.0,57.89,63.16,0.75,3.33,3.25,1.0,5.5,2.37,1.84,1.41,16,1
2022-09-18,F1,14:00,Nice,Angers,A,A,2022/2023,25.0,2.1,75.0,5,1.0,3,3.0,36.84,63.16,1.5,2.5,0.25,1.0,4.0,2.37,1.26,1.8,18,0
2022-10-16,F1,12:00,Toulouse,Angers,H,H,2022/2023,80.0,2.06,80.0,7,4.0,6,4.0,47.37,63.16,1.8,2.6,2.0,1.2,3.8,2.37,1.42,1.65,14,1
2022-10-30,F1,14:00,Monaco,Angers,H,D,2022/2023,60.0,1.95,60.0,5,3.0,4,3.0,68.42,63.16,1.4,2.6,2.2,0.8,5.0,2.37,1.95,1.5,8,0
2022-11-13,F1,14:00,Lille,Angers,H,H,2022/2023,40.0,1.96,40.0,4,2.0,2,2.0,68.42,63.16,1.0,2.2,1.8,0.6,6.0,2.37,2.11,1.55,9,0
2022-12-28,F1,14:00,Ajaccio,Angers,H,H,2022/2023,60.0,2.0,20.0,3,3.0,4,1.0,36.84,63.16,1.8,1.4,1.2,0.6,3.3,2.37,0.53,2.18,11,0
2023-01-11,F1,20:00,Paris SG,Angers,H,H,2022/2023,60.0,1.91,20.0,6,3.0,0,1.0,63.16,63.16,0.8,1.8,2.8,0.4,7.5,2.37,2.37,1.38,9,0
2023-01-29,F1,14:00,Brest,Angers,H,H,2022/2023,60.0,2.06,20.0,7,3.0,1,1.0,52.63,63.16,1.0,2.0,1.6,0.0,3.3,2.37,1.26,2.11,9,1
2023-02-05,F1,14:00,Lorient,Angers,D,D,2022/2023,60.0,1.95,20.0,2,3.0,5,1.0,63.16,63.16,1.4,1.6,1.0,0.0,3.4,2.37,1.37,1.95,13,0
2023-02-18,F1,20:00,Strasbourg,Angers,H,H,2022/2023,80.0,2.01,40.0,5,4.0,3,2.0,52.63,63.16,1.6,1.8,1.8,0.2,3.4,2.37,1.32,2.23,18,1
2023-03-05,F1,14:00,Montpellier,Angers,H,H,2022/2023,80.0,1.92,60.0,8,4.0,4,3.0,68.42,63.16,1.4,2.6,2.0,0.2,3.5,2.37,1.53,2.09,15,1
2023-03-18,F1,20:00,Lens,Angers,H,H,2022/2023,40.0,1.93,80.0,6,2.0,1,4.0,68.42,63.16,0.6,2.8,1.6,0.2,6.5,2.37,2.16,1.45,12,1
2023-04-16,F1,14:00,Clermont,Angers,H,H,2022/2023,60.0,2.05,80.0,5,3.0,4,4.0,47.37,63.16,1.8,2.4,1.0,0.4,3.6,2.37,1.05,2.07,12,1
2023-04-30,F1,14:00,Rennes,Angers,H,D,2022/2023,40.0,2.04,100.0,4,2.0,2,5.0,68.42,63.16,0.8,3.2,1.8,0.8,5.5,2.37,2.26,1.62,13,1
2023-05-14,F1,19:45,Marseille,Angers,H,D,2022/2023,80.0,1.97,100.0,6,4.0,1,5.0,68.42,63.16,1.2,3.4,2.2,0.8,8.5,2.37,1.84,1.37,14,1
2023-05-21,F1,14:00,Reims,Angers,D,H,2022/2023,40.0,2.0,100.0,5,2.0,3,5.0,52.63,63.16,1.4,2.8,1.0,1.2,6.0,2.37,1.47,1.42,11,1
2023-06-03,F1,20:00,Nantes,Angers,H,H,2022/2023,60.0,2.14,80.0,7,3.0,1,4.0,47.37,63.16,1.8,2.4,1.0,1.2,4.5,2.37,1.05,1.63,11,0
2024-08-24,F1,18:00,Lille,Angers,H,H,2024/2025,0.0,2.11,0.0,6,0.0,2,0.0,66.67,0.0,0.0,2.0,2.0,0.0,4.75,1.5,2.0,1.95,11,0
2024-09-15,F1,16:00,Strasbourg,Angers,D,H,2024/2025,50.0,2.13,0.0,5,1.0,2,0.0,33.33,0.0,1.0,1.5,2.0,0.5,4.1,1.5,1.67,1.92,10,0
2022-08-07,F1,14:00,Lille,Auxerre,H,H,2022/2023,100.0,2.13,100.0,7,1.0,2,1.0,68.42,52.63,1.0,4.0,4.0,1.0,4.2,1.84,2.11,1.89,16,1
2022-08-21,F1,14:00,Montpellier,Auxerre,A,H,2022/2023,100.0,1.98,100.0,7,2.0,2,2.0,68.42,52.63,2.0,2.5,2.0,1.5,3.5,1.84,1.53,1.78,13,1
2022-08-31,F1,18:00,Lyon,Auxerre,H,H,2022/2023,100.0,1.99,100.0,8,3.0,2,3.0,57.89,52.63,1.0,2.33,2.67,1.33,5.75,1.84,1.84,1.38,20,1
2022-09-11,F1,16:05,Rennes,Auxerre,H,H,2022/2023,75.0,2.06,100.0,9,3.0,3,4.0,68.42,52.63,0.75,3.0,2.5,1.0,4.5,1.84,2.26,1.61,12,1
2022-10-09,F1,14:00,Clermont,Auxerre,H,D,2022/2023,60.0,2.01,100.0,6,3.0,5,5.0,47.37,52.63,1.8,2.8,1.2,1.0,3.4,1.84,1.05,2.07,10,1
2022-10-23,F1,14:00,Reims,Auxerre,H,D,2022/2023,40.0,2.09,100.0,10,2.0,2,5.0,52.63,52.63,1.2,2.4,0.8,1.0,3.6,1.84,1.47,1.93,19,1
2022-11-04,F1,20:00,Troyes,Auxerre,D,H,2022/2023,40.0,1.86,80.0,6,2.0,2,4.0,42.11,52.63,1.4,2.4,1.4,0.8,3.6,1.84,1.0,1.83,21,0
2022-11-13,F1,12:00,Paris SG,Auxerre,H,H,2022/2023,60.0,1.96,80.0,6,3.0,3,4.0,63.16,52.63,0.8,3.0,2.6,0.6,11.0,1.84,2.37,1.21,9,1
2023-01-01,F1,14:00,Nantes,Auxerre,H,D,2022/2023,40.0,2.05,60.0,3,2.0,6,3.0,47.37,52.63,0.8,2.2,1.6,0.6,3.4,1.84,1.05,2.01,10,0
2023-01-14,F1,16:00,Lens,Auxerre,H,D,2022/2023,60.0,1.98,40.0,2,3.0,1,2.0,68.42,52.63,0.4,2.0,2.0,0.4,5.25,1.84,2.16,1.68,10,0
2023-02-01,F1,20:00,Monaco,Auxerre,H,H,2022/2023,60.0,1.95,40.0,6,3.0,3,2.0,68.42,52.63,1.2,2.2,3.0,0.6,5.0,1.84,1.95,1.58,16,1
2023-02-12,F1,14:00,Angers,Auxerre,D,D,2022/2023,80.0,1.88,40.0,5,4.0,4,2.0,73.68,52.63,1.8,2.2,1.0,0.6,3.3,1.84,1.05,2.16,10,0
2023-02-26,F1,12:00,Lorient,Auxerre,A,D,2022/2023,60.0,2.05,20.0,4,3.0,1,1.0,63.16,52.63,0.8,1.2,1.4,0.8,3.25,1.84,1.37,2.1,18,0
2023-03-03,F1,20:00,Nice,Auxerre,D,D,2022/2023,40.0,2.13,20.0,5,2.0,1,1.0,36.84,52.63,0.4,1.2,2.2,1.0,3.75,1.84,1.26,2.1,17,0
2023-03-19,F1,14:00,Strasbourg,Auxerre,H,H,2022/2023,40.0,1.94,20.0,6,2.0,1,1.0,52.63,52.63,0.8,1.4,1.4,1.0,3.25,1.84,1.32,2.3,13,0
2023-04-09,F1,14:00,Ajaccio,Auxerre,A,A,2022/2023,40.0,2.09,20.0,2,2.0,4,1.0,36.84,52.63,1.8,0.8,0.4,1.2,2.8,1.84,0.53,3.23,9,1
2023-04-30,F1,19:45,Marseille,Auxerre,H,A,2022/2023,80.0,2.04,40.0,4,4.0,3,2.0,68.42,52.63,1.6,1.0,1.6,1.2,5.5,1.84,1.84,1.61,26,1
2023-05-14,F1,14:00,Brest,Auxerre,H,D,2022/2023,40.0,2.04,40.0,10,2.0,2,2.0,52.63,52.63,0.6,1.2,1.6,1.0,3.3,1.84,1.26,2.18,15,0
2023-05-27,F1,20:00,Toulouse,Auxerre,D,D,2022/2023,20.0,2.15,40.0,3,1.0,2,2.0,47.37,52.63,1.2,1.2,0.4,1.0,3.8,1.84,1.42,1.56,10,0
2024-08-25,F1,16:00,Nantes,Auxerre,H,H,2024/2025,0.0,2.08,0.0,6,0.0,3,0.0,66.67,66.67,0.0,2.0,2.0,0.0,3.3,2.67,1.67,1.96,8,0
2024-09-01,F1,16:00,Le Havre,Auxerre,H,D,2024/2025,100.0,1.88,50.0,8,2.0,2,1.0,100.0,66.67,2.5,2.5,2.0,0.5,3.3,2.67,1.33,2.09,21,1
2024-09-22,F1,16:00,Montpellier,Auxerre,H,A,2024/2025,66.67,2.17,66.67,5,2.0,6,2.0,66.67,66.67,2.0,2.67,1.67,1.0,3.5,2.67,1.67,1.64,14,1
2022-08-07,F1,14:00,Lens,Brest,H,H,2022/2023,100.0,1.87,100.0,7,1.0,4,1.0,68.42,52.63,2.0,3.0,3.0,2.0,4.2,1.47,2.16,1.83,17,1
2022-08-21,F1,14:00,Angers,Brest,A,A,2022/2023,50.0,1.84,100.0,5,1.0,7,2.0,73.68,52.63,1.5,2.0,0.5,2.5,3.25,1.47,1.05,2.0,7,1
2022-08-31,F1,20:00,Rennes,Brest,H,D,2022/2023,66.67,2.12,100.0,9,2.0,2,3.0,68.42,52.63,1.0,2.33,1.67,2.0,4.33,1.47,2.26,1.75,16,1
2022-09-10,F1,16:00,Paris SG,Brest,H,H,2022/2023,33.33,2.12,75.0,4,1.0,3,3.0,63.16,52.63,1.0,2.0,2.33,1.5,12.0,1.47,2.37,1.18,13,0
2022-10-02,F1,14:00,Auxerre,Brest,D,D,2022/2023,40.0,2.08,60.0,3,2.0,2,3.0,42.11,52.63,1.6,1.8,1.0,1.4,3.3,1.47,0.95,2.0,11,0
2022-10-16,F1,14:00,Nantes,Brest,H,H,2022/2023,60.0,2.03,60.0,6,3.0,2,3.0,47.37,52.63,1.2,2.0,1.6,1.2,3.3,1.47,1.05,1.92,17,1
2022-10-23,F1,14:00,Clermont,Brest,A,A,2022/2023,60.0,2.09,60.0,4,3.0,11,3.0,47.37,52.63,1.4,2.0,1.4,1.2,3.6,1.47,1.05,1.94,14,1
2022-11-06,F1,14:00,Nice,Brest,H,D,2022/2023,20.0,2.06,40.0,9,1.0,2,2.0,36.84,52.63,1.0,1.6,1.0,1.0,3.75,1.47,1.26,1.94,14,0
2023-01-01,F1,14:00,Monaco,Brest,H,D,2022/2023,40.0,2.14,40.0,5,2.0,6,2.0,68.42,52.63,1.0,1.6,2.0,1.0,4.5,1.47,1.95,1.57,17,0
2023-01-15,F1,14:00,Toulouse,Brest,D,A,2022/2023,40.0,2.08,40.0,7,2.0,5,2.0,47.37,52.63,1.4,1.6,1.6,1.0,3.6,1.47,1.42,1.76,16,0
2023-02-01,F1,20:00,Lyon,Brest,D,D,2022/2023,20.0,1.91,20.0,8,1.0,1,1.0,57.89,52.63,0.8,0.8,0.6,0.8,4.33,1.47,1.84,1.66,28,0
2023-02-12,F1,14:00,Montpellier,Brest,H,H,2022/2023,80.0,1.93,20.0,7,4.0,2,1.0,68.42,52.63,1.8,1.2,1.2,0.2,3.3,1.47,1.53,2.03,16,1
2023-02-24,F1,20:00,Lille,Brest,H,A,2022/2023,40.0,2.04,40.0,4,2.0,0,2.0,68.42,52.63,0.6,1.4,2.0,0.4,5.25,1.47,2.11,1.63,18,1
2023-03-05,F1,14:00,Strasbourg,Brest,A,A,2022/2023,60.0,1.91,40.0,4,3.0,1,2.0,52.63,52.63,1.2,1.2,1.4,0.6,3.3,1.47,1.32,2.16,17,0
2023-03-19,F1,14:00,Troyes,Brest,D,H,2022/2023,60.0,2.15,60.0,5,3.0,2,3.0,42.11,52.63,1.8,1.4,1.2,0.8,3.3,1.47,1.0,2.09,15,1
2023-04-09,F1,14:00,Reims,Brest,D,A,2022/2023,60.0,1.88,60.0,7,3.0,5,3.0,52.63,52.63,0.6,1.6,2.0,1.0,4.0,1.47,1.47,1.86,22,0
2023-04-23,F1,14:00,Ajaccio,Brest,D,D,2022/2023,40.0,2.17,40.0,2,2.0,2,2.0,36.84,52.63,1.4,1.0,0.4,1.0,3.0,1.47,0.53,2.56,3,0
2023-05-07,F1,14:00,Lorient,Brest,H,H,2022/2023,20.0,2.14,40.0,3,1.0,2,2.0,63.16,52.63,0.6,1.0,0.8,1.0,3.3,1.47,1.37,2.29,6,1
2023-05-27,F1,20:00,Marseille,Brest,A,D,2022/2023,80.0,2.17,60.0,4,4.0,5,3.0,68.42,52.63,1.2,1.2,2.0,1.2,6.0,1.47,1.84,1.5,10,1
2023-08-20,F1,14:00,Le Havre,Brest,A,A,2023/2024,100.0,1.95,100.0,7,1.0,5,1.0,47.06,47.06,2.0,1.0,1.0,2.0,3.1,1.18,1.06,2.53,18,1
2023-08-26,F1,18:00,Marseille,Brest,H,H,2023/2024,50.0,2.09,50.0,6,1.0,7,1.0,52.94,47.06,0.5,1.5,2.0,1.0,4.2,1.18,1.82,1.7,15,0
2023-09-17,F1,14:00,Reims,Brest,A,H,2023/2024,50.0,2.04,66.67,7,1.0,7,2.0,47.06,47.06,1.0,1.33,1.5,1.33,3.5,1.18,1.12,1.84,13,1
2023-10-01,F1,14:00,Nice,Brest,D,D,2023/2024,0.0,1.95,50.0,1,0.0,2,2.0,35.29,47.06,0.25,1.0,0.75,1.0,3.8,1.18,1.24,1.98,12,0
2023-10-22,F1,14:00,Lille,Brest,H,H,2023/2024,25.0,2.1,40.0,4,1.0,1,2.0,52.94,47.06,0.5,1.0,1.25,0.8,3.4,1.18,2.0,1.99,6,0
2023-11-05,F1,16:05,Monaco,Brest,H,H,2023/2024,60.0,1.99,20.0,6,3.0,1,1.0,52.94,47.06,0.8,1.2,2.0,0.4,3.8,1.18,1.76,1.74,12,0
2023-11-26,F1,14:00,Montpellier,Brest,A,A,2023/2024,60.0,1.98,40.0,5,3.0,5,2.0,47.06,47.06,1.2,1.0,1.0,1.0,3.4,1.18,1.18,1.98,17,1
2023-12-10,F1,14:00,Metz,Brest,A,D,2023/2024,20.0,1.93,20.0,3,1.0,3,1.0,52.94,47.06,0.8,0.8,0.6,0.8,3.2,1.18,1.0,2.28,6,0
2023-12-17,F1,12:00,Nantes,Brest,A,D,2023/2024,0.0,1.98,20.0,4,0.0,8,1.0,47.06,47.06,0.6,0.8,0.6,1.2,3.1,1.18,1.0,2.22,12,0
2024-01-28,F1,19:45,Paris SG,Brest,D,H,2023/2024,100.0,2.05,40.0,4,5.0,6,2.0,82.35,47.06,1.2,1.0,3.0,1.6,5.0,1.18,2.47,1.57,10,1
2024-02-11,F1,14:00,Clermont,Brest,D,D,2023/2024,40.0,2.17,40.0,2,2.0,9,2.0,41.18,47.06,1.6,0.8,0.6,1.8,3.3,1.18,0.82,2.17,7,0
2024-02-24,F1,20:00,Strasbourg,Brest,A,A,2023/2024,100.0,2.04,40.0,2,5.0,8,2.0,64.71,47.06,2.0,0.6,1.2,1.8,3.1,1.18,1.29,2.19,6,1
2024-03-09,F1,20:00,Lens,Brest,H,H,2023/2024,40.0,2.06,40.0,2,2.0,3,2.0,41.18,47.06,1.2,0.8,1.6,1.6,3.2,1.18,1.59,2.29,6,0
2024-03-31,F1,12:00,Lorient,Brest,A,D,2023/2024,20.0,2.12,40.0,5,1.0,2,2.0,64.71,47.06,1.4,0.8,1.0,1.4,3.2,1.18,1.53,2.36,11,0
2024-04-14,F1,19:45,Lyon,Brest,H,H,2023/2024,40.0,1.88,40.0,8,2.0,7,2.0,58.82,47.06,1.4,1.2,1.4,1.6,3.4,1.18,1.47,2.0,16,1
2024-04-28,F1,16:05,Rennes,Brest,A,H,2023/2024,80.0,2.04,60.0,7,4.0,5,3.0,70.59,47.06,2.0,1.8,2.2,2.4,3.3,1.18,2.0,2.13,21,1
2024-05-19,F1,20:00,Toulouse,Brest,A,D,2023/2024,80.0,2.09,60.0,2,4.0,6,3.0,64.71,47.06,2.0,1.8,1.0,2.4,3.6,1.18,1.24,1.62,8,1
2024-08-25,F1,14:00,Lens,Brest,H,H,2024/2025,0.0,2.04,0.0,11,0.0,2,0.0,0.0,66.67,0.0,2.0,2.0,0.0,3.5,2.67,0.67,2.07,22,0
2024-09-14,F1,20:00,Paris SG,Brest,H,D,2024/2025,100.0,1.89,50.0,9,2.0,3,1.0,100.0,66.67,0.5,2.5,4.5,0.5,6.0,2.67,4.0,1.44,22,1
2024-09-27,F1,18:00,Auxerre,Brest,H,H,2024/2025,100.0,2.16,66.67,4,3.0,4,2.0,100.0,66.67,1.33,2.67,1.67,0.33,3.4,2.67,1.67,1.9,15,1
2022-08-14,F1,14:00,Reims,Clermont,A,H,2022/2023,100.0,1.89,100.0,6,1.0,5,1.0,52.63,47.37,4.0,2.0,2.0,4.0,3.2,1.11,1.47,2.25,9,1
2022-08-28,F1,14:00,Lorient,Clermont,H,H,2022/2023,100.0,1.96,100.0,9,1.0,2,2.0,63.16,47.37,1.0,2.0,2.0,2.5,3.4,1.11,1.37,2.06,22,1
2022-08-31,F1,20:00,Marseille,Clermont,H,D,2022/2023,66.67,2.02,66.67,7,2.0,0,2.0,68.42,47.37,0.67,1.67,2.33,1.67,5.0,1.11,1.84,1.59,21,0
2022-09-11,F1,12:00,Strasbourg,Clermont,D,D,2022/2023,25.0,2.01,50.0,4,1.0,4,2.0,52.63,47.37,1.0,1.25,0.75,1.25,3.8,1.11,1.32,1.98,12,0
2022-10-02,F1,14:00,Ajaccio,Clermont,A,A,2022/2023,40.0,1.88,60.0,3,2.0,3,3.0,36.84,47.37,1.6,1.2,0.4,1.6,3.0,1.11,0.53,2.61,12,1
2022-10-16,F1,16:05,Monaco,Clermont,D,H,2022/2023,80.0,2.01,40.0,4,4.0,7,2.0,68.42,47.37,2.2,1.0,2.0,1.0,5.5,1.11,1.95,1.46,6,0
2022-10-30,F1,14:00,Nantes,Clermont,D,D,2022/2023,60.0,2.01,20.0,4,3.0,6,1.0,47.37,47.37,1.2,0.8,1.6,1.0,3.75,1.11,1.05,1.88,13,0
2022-11-12,F1,16:00,Lens,Clermont,H,A,2022/2023,40.0,1.89,40.0,3,2.0,2,2.0,68.42,47.37,0.2,1.0,1.6,1.2,4.5,1.11,2.16,1.8,16,1
2023-01-01,F1,16:00,Lyon,Clermont,A,D,2022/2023,0.0,2.05,40.0,2,0.0,3,2.0,57.89,47.37,0.8,1.0,0.6,1.4,4.2,1.11,1.84,1.71,13,0
2023-01-15,F1,14:00,Angers,Clermont,A,A,2022/2023,100.0,1.9,40.0,1,5.0,6,2.0,73.68,47.37,2.2,1.0,1.2,1.2,3.4,1.11,1.05,2.04,5,1
2023-02-01,F1,18:00,Lille,Clermont,D,D,2022/2023,20.0,2.0,40.0,5,1.0,5,2.0,68.42,47.37,0.6,0.8,1.6,1.0,4.0,1.11,2.11,1.94,22,0
2023-02-19,F1,14:00,Rennes,Clermont,H,H,2022/2023,60.0,1.89,40.0,6,3.0,3,2.0,68.42,47.37,0.8,1.0,1.8,0.8,4.0,1.11,2.26,2.03,18,0
2023-03-05,F1,14:00,Toulouse,Clermont,A,D,2022/2023,60.0,2.12,20.0,0,3.0,3,1.0,47.37,47.37,1.4,0.6,2.0,0.8,4.0,1.11,1.42,1.78,9,0
2023-03-19,F1,14:00,Montpellier,Clermont,H,A,2022/2023,80.0,2.1,40.0,9,4.0,8,2.0,68.42,47.37,1.0,1.0,2.4,0.8,3.6,1.11,1.53,2.15,23,1
2023-04-09,F1,14:00,Troyes,Clermont,A,A,2022/2023,60.0,1.84,20.0,3,3.0,4,1.0,42.11,47.37,2.0,0.8,1.0,0.8,3.3,1.11,1.0,2.08,9,0
2023-04-23,F1,14:00,Nice,Clermont,A,D,2022/2023,20.0,2.06,40.0,5,1.0,3,2.0,36.84,47.37,1.2,1.0,0.6,1.2,3.6,1.11,1.26,1.99,15,1
2023-05-07,F1,14:00,Auxerre,Clermont,D,H,2022/2023,20.0,1.83,40.0,4,1.0,4,2.0,42.11,47.37,0.6,0.8,1.0,1.4,3.4,1.11,0.95,2.16,11,0
2023-05-21,F1,14:00,Brest,Clermont,H,D,2022/2023,40.0,1.87,60.0,3,2.0,2,3.0,52.63,47.37,0.4,1.2,1.8,1.4,3.6,1.11,1.26,2.06,10,1
2023-06-03,F1,20:00,Paris SG,Clermont,A,D,2022/2023,80.0,2.04,60.0,6,4.0,5,3.0,63.16,47.37,1.6,1.2,2.2,1.8,6.5,1.11,2.37,1.28,16,1
2023-08-20,F1,14:00,Reims,Clermont,H,H,2023/2024,0.0,2.07,0.0,4,0.0,4,0.0,47.06,58.82,0.0,2.0,2.0,0.0,3.75,1.94,1.12,1.87,8,0
2023-09-03,F1,12:00,Toulouse,Clermont,D,H,2023/2024,50.0,2.02,50.0,5,1.0,3,1.0,64.71,58.82,1.5,2.0,1.5,1.0,3.5,1.94,1.24,1.95,9,1
2023-09-24,F1,14:00,Le Havre,Clermont,H,H,2023/2024,100.0,1.85,66.67,3,3.0,4,2.0,47.06,58.82,1.0,2.0,2.0,1.0,3.1,1.94,1.06,2.49,9,1
2023-10-22,F1,19:45,Lyon,Clermont,A,A,2023/2024,80.0,2.01,75.0,6,4.0,5,3.0,58.82,58.82,2.6,1.75,1.2,1.25,3.5,1.94,1.47,1.89,25,1
2023-11-05,F1,14:00,Strasbourg,Clermont,D,D,2023/2024,40.0,1.95,60.0,5,2.0,2,3.0,64.71,58.82,1.0,1.4,1.0,1.0,3.2,1.94,1.29,2.31,18,0
2023-11-29,F1,18:00,Montpellier,Clermont,D,A,2023/2024,40.0,2.05,60.0,10,2.0,1,3.0,47.06,58.82,0.8,1.2,1.0,1.2,3.6,1.94,1.18,1.95,32,0
2023-12-03,F1,14:00,Brest,Clermont,H,H,2023/2024,40.0,2.0,60.0,7,2.0,1,3.0,29.41,58.82,0.8,1.4,1.4,0.8,3.75,1.94,1.47,2.01,12,1
2023-12-17,F1,16:05,Marseille,Clermont,H,H,2023/2024,60.0,2.18,60.0,6,3.0,2,3.0,52.94,58.82,0.2,1.4,2.0,0.8,4.5,1.94,1.82,1.87,15,1
2024-01-14,F1,14:00,Nantes,Clermont,A,A,2023/2024,20.0,2.0,60.0,9,1.0,6,3.0,47.06,58.82,1.0,1.4,0.4,0.8,3.6,1.94,1.0,1.99,20,1
2024-02-04,F1,14:00,Lille,Clermont,H,H,2023/2024,40.0,1.96,80.0,13,2.0,3,4.0,52.94,58.82,0.4,2.2,2.2,0.8,4.75,1.94,2.0,1.8,23,1
2024-02-18,F1,14:00,Rennes,Clermont,H,H,2023/2024,80.0,1.96,100.0,8,4.0,5,5.0,70.59,58.82,1.0,2.6,2.2,0.8,4.0,1.94,2.0,1.91,16,1
2024-02-25,F1,14:00,Nice,Clermont,D,D,2023/2024,40.0,1.91,80.0,4,2.0,5,4.0,35.29,58.82,0.8,2.0,1.4,0.8,4.5,1.94,1.24,1.88,23,0
2024-03-10,F1,14:00,Metz,Clermont,H,H,2023/2024,40.0,2.06,60.0,2,2.0,6,3.0,52.94,58.82,1.2,1.8,0.6,0.6,3.3,1.94,1.0,2.21,11,0
2024-04-06,F1,20:00,Paris SG,Clermont,D,A,2023/2024,60.0,2.0,40.0,7,3.0,3,2.0,82.35,58.82,1.4,1.8,1.8,0.4,5.75,1.94,2.47,1.56,23,0
