Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5HomeOver2.5Perc,MaxCAHA,Last5AwayOver2.5Perc,HST,Last5HomeOver2.5Count,AST,Last5AwayOver2.5Count,HomeOver2.5Perc,AwayOver2.5Perc,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,B365CD,AvgAwayGoalsConceded,AvgHomeGoalsScored,AvgC>2.5,HS,Over2.5
2022-11-05,F1,16:00,Ajaccio,Strasbourg,H,H,2022/2023,60.0,1.81,80.0,7,3.0,5,4.0,36.84,57.89,2.0,2.2,1.0,1.8,3.1,1.74,0.53,2.51,12,1
2022-12-28,F1,20:00,Paris SG,Strasbourg,H,H,2022/2023,80.0,2.15,100.0,6,4.0,3,5.0,63.16,57.89,1.0,2.4,2.8,1.8,7.0,1.74,2.37,1.36,9,1
2023-01-14,F1,20:00,Lyon,Strasbourg,A,A,2022/2023,20.0,1.87,100.0,7,1.0,6,5.0,57.89,57.89,1.0,2.2,0.8,2.0,4.0,1.74,1.84,1.76,28,1
2023-02-01,F1,20:00,Rennes,Strasbourg,H,H,2022/2023,80.0,1.96,100.0,3,4.0,0,5.0,68.42,57.89,0.4,2.4,2.2,1.4,4.0,1.74,2.26,1.98,6,1
2023-02-12,F1,14:00,Lille,Strasbourg,H,H,2022/2023,20.0,1.96,80.0,10,1.0,0,4.0,68.42,57.89,0.4,2.4,1.8,1.0,5.0,1.74,2.11,1.66,14,0
2023-02-26,F1,14:00,Clermont,Strasbourg,D,A,2022/2023,20.0,1.93,60.0,4,1.0,6,3.0,47.37,57.89,1.2,1.8,0.6,0.8,2.9,1.74,1.05,2.63,11,0
2023-03-12,F1,19:45,Marseille,Strasbourg,D,D,2022/2023,80.0,2.06,60.0,4,4.0,9,3.0,68.42,57.89,2.0,1.8,1.4,1.0,4.75,1.74,1.84,1.73,7,1
2023-04-02,F1,16:05,Monaco,Strasbourg,H,A,2022/2023,80.0,2.01,60.0,7,4.0,6,3.0,68.42,57.89,2.0,2.4,2.0,1.2,4.2,1.74,1.95,1.7,9,1
2023-04-07,F1,20:00,Lens,Strasbourg,H,H,2022/2023,60.0,1.99,60.0,9,3.0,3,3.0,68.42,57.89,0.8,2.2,1.8,1.4,4.2,1.74,2.16,1.88,13,1
2023-04-23,F1,12:00,Reims,Strasbourg,A,A,2022/2023,40.0,2.23,60.0,5,2.0,3,3.0,52.63,57.89,1.0,1.8,1.2,1.8,3.4,1.74,1.47,1.92,15,0
2023-05-07,F1,14:00,Nantes,Strasbourg,A,A,2022/2023,80.0,1.99,60.0,5,4.0,6,3.0,47.37,57.89,2.2,1.6,1.2,2.0,3.2,1.74,1.05,2.29,13,0
2023-05-21,F1,14:00,Troyes,Strasbourg,D,A,2022/2023,40.0,1.97,40.0,3,2.0,5,2.0,42.11,57.89,1.8,1.4,0.8,1.8,5.25,1.74,1.0,1.64,8,0
2023-06-03,F1,20:00,Lorient,Strasbourg,H,H,2022/2023,60.0,2.06,40.0,3,3.0,7,2.0,63.16,57.89,1.2,1.0,1.0,1.4,3.5,1.74,1.37,1.71,5,1
2023-08-20,F1,16:05,Monaco,Strasbourg,H,H,2023/2024,100.0,1.93,100.0,4,1.0,1,1.0,52.94,52.94,0.0,3.0,3.0,0.0,4.2,1.59,1.76,1.58,9,1
2023-09-03,F1,16:05,Nice,Strasbourg,H,H,2023/2024,0.0,2.08,50.0,6,0.0,0,1.0,35.29,52.94,0.33,2.5,1.0,0.0,3.4,1.59,1.24,2.13,16,0
2023-09-24,F1,12:00,Metz,Strasbourg,A,D,2023/2024,66.67,2.3,33.33,1,2.0,1,1.0,52.94,52.94,1.67,1.67,1.33,0.33,3.2,1.59,1.0,2.2,13,0
2023-10-21,F1,16:00,Paris SG,Strasbourg,H,H,2023/2024,80.0,2.11,50.0,4,4.0,1,2.0,82.35,52.94,0.8,2.0,2.4,0.25,7.0,1.59,2.47,1.45,8,1
2023-10-29,F1,16:05,Rennes,Strasbourg,D,H,2023/2024,80.0,1.87,40.0,3,4.0,3,2.0,70.59,52.94,1.8,1.8,1.8,0.4,4.5,1.59,2.0,1.83,20,0
2023-12-01,F1,20:00,Reims,Strasbourg,H,H,2023/2024,60.0,2.0,40.0,4,3.0,3,2.0,47.06,52.94,1.4,1.6,1.2,0.6,3.75,1.59,1.12,1.87,13,1
2023-12-07,F1,19:30,Brest,Strasbourg,D,H,2023/2024,40.0,2.1,40.0,3,2.0,5,2.0,29.41,52.94,1.0,1.4,1.6,0.8,3.5,1.59,1.47,2.15,13,0
2023-12-17,F1,14:00,Lorient,Strasbourg,A,A,2023/2024,80.0,1.85,60.0,1,4.0,9,3.0,64.71,52.94,2.0,1.6,1.4,1.0,3.2,1.59,1.53,2.2,7,1
2024-01-12,F1,20:00,Marseille,Strasbourg,D,H,2023/2024,40.0,2.09,40.0,2,2.0,4,2.0,52.94,52.94,0.4,1.2,1.6,1.2,4.0,1.59,1.82,2.06,8,0
2024-01-28,F1,14:00,Clermont,Strasbourg,D,A,2023/2024,40.0,2.12,40.0,6,2.0,2,2.0,41.18,52.94,1.4,1.2,0.6,1.2,3.3,1.59,0.82,2.1,14,0
2024-02-10,F1,16:00,Lens,Strasbourg,H,H,2023/2024,40.0,2.05,40.0,6,2.0,5,2.0,41.18,52.94,1.0,1.4,1.8,1.2,3.8,1.59,1.59,1.91,10,1
2024-03-03,F1,14:00,Montpellier,Strasbourg,D,D,2023/2024,60.0,1.93,60.0,7,3.0,4,3.0,47.06,52.94,1.0,1.6,1.4,1.4,3.6,1.59,1.18,1.79,21,1
2024-03-16,F1,16:00,Nantes,Strasbourg,A,D,2023/2024,40.0,2.21,60.0,2,2.0,6,3.0,47.06,52.94,2.0,1.6,0.4,1.6,3.3,1.59,1.0,2.2,11,1
2024-04-07,F1,14:00,Toulouse,Strasbourg,D,D,2023/2024,80.0,2.06,60.0,2,4.0,1,3.0,64.71,52.94,1.4,1.4,1.6,1.4,3.5,1.59,1.24,1.99,11,0
2024-04-21,F1,14:00,Lille,Strasbourg,H,H,2023/2024,80.0,1.88,60.0,2,4.0,2,3.0,52.94,52.94,0.8,1.4,2.2,1.2,4.0,1.59,2.0,1.92,6,0
2024-05-04,F1,14:00,Le Havre,Strasbourg,H,H,2023/2024,20.0,2.14,60.0,7,1.0,3,3.0,47.06,52.94,1.0,1.4,0.8,1.2,3.25,1.59,1.06,2.27,15,1
2024-05-19,F1,20:00,Lyon,Strasbourg,H,H,2023/2024,80.0,2.07,60.0,6,4.0,4,3.0,58.82,52.94,2.0,1.4,2.0,1.0,5.25,1.59,1.47,1.4,15,1
2024-08-18,F1,16:00,Montpellier,Strasbourg,D,D,2024/2025,0.0,2.14,0.0,5,0.0,4,0.0,66.67,66.67,1.0,1.0,1.0,1.0,3.5,2.67,1.67,1.78,7,0
2024-08-30,F1,19:45,Lyon,Strasbourg,H,D,2024/2025,50.0,1.9,50.0,13,1.0,7,1.0,66.67,66.67,2.5,2.5,2.0,2.0,3.6,2.67,2.0,1.73,22,1
2024-09-21,F1,16:00,Lille,Strasbourg,D,D,2024/2025,66.67,2.0,66.67,7,2.0,9,2.0,66.67,66.67,2.0,2.67,2.0,2.33,4.33,2.67,2.0,1.74,15,1
2022-08-14,F1,14:00,Troyes,Toulouse,A,A,2022/2023,100.0,1.83,100.0,2,1.0,4,1.0,42.11,68.42,3.0,0.0,0.0,3.0,3.25,1.58,1.0,2.08,12,1
2022-08-28,F1,12:00,Nantes,Toulouse,H,A,2022/2023,50.0,1.87,100.0,8,1.0,3,2.0,47.37,68.42,1.0,1.5,2.0,2.0,3.4,1.58,1.05,1.87,16,1
2022-09-04,F1,14:00,Clermont,Toulouse,H,D,2022/2023,33.33,2.04,66.67,3,1.0,4,2.0,47.37,68.42,1.67,1.67,1.0,1.33,3.4,1.58,1.05,1.85,12,0
2022-09-17,F1,20:00,Lille,Toulouse,H,H,2022/2023,100.0,1.96,75.0,4,4.0,5,3.0,68.42,68.42,2.75,1.75,2.0,1.25,4.0,1.58,2.11,1.64,10,1
2022-10-07,F1,20:00,Lyon,Toulouse,D,H,2022/2023,60.0,2.04,60.0,8,3.0,2,3.0,57.89,68.42,0.8,1.6,2.4,1.2,5.0,1.58,1.84,1.38,19,0
2022-10-28,F1,20:00,Lens,Toulouse,H,D,2022/2023,40.0,2.04,60.0,8,2.0,0,3.0,68.42,68.42,0.4,2.2,2.2,0.6,4.0,1.58,2.16,1.65,13,1
2022-11-12,F1,20:00,Rennes,Toulouse,H,H,2022/2023,100.0,1.95,60.0,8,5.0,4,3.0,68.42,68.42,0.6,2.0,3.2,0.6,4.33,1.58,2.26,1.59,16,1
2022-12-29,F1,20:00,Marseille,Toulouse,H,H,2022/2023,40.0,1.88,80.0,7,2.0,6,4.0,68.42,68.42,1.0,2.8,1.8,0.8,5.0,1.58,1.84,1.49,13,1
2023-01-11,F1,18:00,Auxerre,Toulouse,A,A,2022/2023,40.0,2.14,80.0,4,2.0,7,4.0,42.11,68.42,2.0,2.4,1.0,1.6,3.3,1.58,0.95,1.9,19,1
2023-01-29,F1,14:00,Strasbourg,Toulouse,A,D,2022/2023,80.0,1.85,100.0,2,4.0,3,5.0,52.63,68.42,2.0,2.4,1.6,1.8,3.4,1.58,1.32,1.79,11,1
2023-02-04,F1,16:00,Paris SG,Toulouse,H,D,2022/2023,60.0,1.95,100.0,5,3.0,5,5.0,63.16,68.42,0.6,2.2,2.4,2.0,5.0,1.58,2.37,1.47,22,1
2023-02-26,F1,14:00,Reims,Toulouse,H,H,2022/2023,80.0,2.14,100.0,6,4.0,6,5.0,52.63,68.42,0.6,2.4,2.8,1.8,3.5,1.58,1.47,1.75,18,1
2023-03-12,F1,14:00,Angers,Toulouse,A,A,2022/2023,60.0,2.05,80.0,2,3.0,5,4.0,73.68,68.42,2.0,1.2,0.8,2.0,3.6,1.58,1.05,1.87,13,0
2023-04-02,F1,14:00,Brest,Toulouse,H,D,2022/2023,80.0,1.97,80.0,7,4.0,3,4.0,52.63,68.42,1.2,1.8,2.0,1.2,3.4,1.58,1.26,1.82,17,1
2023-04-09,F1,14:00,Montpellier,Toulouse,A,A,2022/2023,80.0,1.95,80.0,8,4.0,8,4.0,68.42,68.42,0.8,1.8,2.4,1.2,3.75,1.58,1.53,1.72,16,1
2023-04-23,F1,14:00,Lorient,Toulouse,A,D,2022/2023,20.0,2.23,60.0,1,1.0,4,3.0,63.16,68.42,0.4,1.4,1.0,1.2,3.5,1.58,1.37,1.8,9,0
2023-05-07,F1,14:00,Ajaccio,Toulouse,D,D,2022/2023,20.0,2.06,40.0,2,1.0,5,2.0,36.84,68.42,1.2,0.8,0.0,1.2,3.6,1.58,0.53,2.1,4,0
2023-05-21,F1,14:00,Nice,Toulouse,D,D,2022/2023,40.0,1.96,40.0,7,2.0,4,2.0,36.84,68.42,1.2,0.8,0.8,0.8,3.8,1.58,1.26,1.59,21,0
2023-06-03,F1,20:00,Monaco,Toulouse,A,D,2022/2023,80.0,2.02,40.0,7,4.0,8,2.0,68.42,68.42,2.0,0.4,1.6,1.0,6.5,1.58,1.95,1.28,19,1
2023-08-13,F1,14:00,Nantes,Toulouse,A,H,2023/2024,100.0,2.1,100.0,4,1.0,5,1.0,47.06,58.82,2.0,1.0,1.0,2.0,3.4,1.24,1.0,1.89,9,1
2023-08-27,F1,14:00,Strasbourg,Toulouse,H,D,2023/2024,50.0,2.07,50.0,3,1.0,1,1.0,64.71,58.82,0.5,1.5,2.0,1.0,3.3,1.24,1.29,1.99,11,0
2023-09-17,F1,16:05,Marseille,Toulouse,D,D,2023/2024,33.33,1.98,33.33,6,1.0,3,1.0,52.94,58.82,0.33,1.0,1.33,0.67,5.0,1.24,1.82,1.57,24,0
2023-09-24,F1,14:00,Lens,Toulouse,H,D,2023/2024,33.33,1.93,50.0,7,1.0,2,2.0,41.18,58.82,1.0,1.25,1.0,0.75,4.33,1.24,1.59,1.77,27,1
2023-10-08,F1,14:00,Brest,Toulouse,D,A,2023/2024,25.0,2.04,40.0,2,1.0,3,2.0,29.41,58.82,0.75,1.2,1.25,0.8,3.75,1.24,1.47,2.0,13,0
2023-10-29,F1,14:00,Montpellier,Toulouse,H,H,2023/2024,75.0,2.09,40.0,6,3.0,5,2.0,47.06,58.82,1.25,1.6,1.5,0.4,3.8,1.24,1.18,1.8,19,1
2023-11-12,F1,14:00,Lille,Toulouse,D,H,2023/2024,20.0,2.1,40.0,6,1.0,1,2.0,52.94,58.82,0.6,1.4,1.2,0.6,4.33,1.24,2.0,1.82,13,0
2023-11-26,F1,12:00,Nice,Toulouse,H,D,2023/2024,0.0,2.07,40.0,3,0.0,3,2.0,35.29,58.82,0.0,1.6,1.2,0.6,4.2,1.24,1.24,1.94,8,0
2023-12-10,F1,16:05,Lyon,Toulouse,H,H,2023/2024,60.0,1.98,40.0,7,3.0,6,2.0,58.82,58.82,1.6,1.8,1.6,0.4,3.75,1.24,1.47,1.68,15,1
2024-01-14,F1,14:00,Metz,Toulouse,A,A,2023/2024,20.0,1.87,40.0,2,1.0,2,2.0,52.94,58.82,0.8,1.6,0.6,0.4,3.2,1.24,1.0,2.36,14,0
2024-02-04,F1,14:00,Reims,Toulouse,A,A,2023/2024,60.0,2.11,40.0,5,3.0,4,2.0,47.06,58.82,1.4,1.4,1.0,1.0,3.4,1.24,1.12,1.93,17,1
2024-02-18,F1,14:00,Monaco,Toulouse,A,A,2023/2024,40.0,2.0,60.0,5,2.0,7,3.0,52.94,58.82,1.4,1.4,1.0,1.2,4.0,1.24,1.76,1.76,22,1
2024-03-10,F1,14:00,Le Havre,Toulouse,H,D,2023/2024,60.0,1.88,60.0,4,3.0,0,3.0,47.06,58.82,1.0,1.4,1.6,1.2,3.0,1.24,1.06,2.34,12,0
2024-03-31,F1,14:00,Clermont,Toulouse,A,A,2023/2024,60.0,2.08,60.0,5,3.0,5,3.0,41.18,58.82,2.2,0.8,1.0,1.8,3.6,1.24,0.82,1.96,15,1
2024-04-13,F1,20:00,Rennes,Toulouse,A,A,2023/2024,80.0,2.08,80.0,4,4.0,3,4.0,70.59,58.82,1.2,1.0,1.8,2.0,3.6,1.24,2.0,1.92,19,1
2024-04-28,F1,14:00,Lorient,Toulouse,A,H,2023/2024,40.0,2.2,80.0,5,2.0,5,4.0,64.71,58.82,2.0,0.8,0.4,1.8,3.5,1.24,1.53,1.89,15,1
2024-05-12,F1,20:00,Paris SG,Toulouse,A,D,2023/2024,80.0,2.03,80.0,3,4.0,5,4.0,82.35,58.82,2.0,0.8,2.2,2.0,6.0,1.24,2.47,1.34,15,1
2024-08-25,F1,16:00,Nice,Toulouse,D,D,2024/2025,0.0,2.14,0.0,4,0.0,3,0.0,50.0,0.0,1.0,1.0,1.0,1.0,3.0,1.5,4.5,2.21,10,0
2024-09-22,F1,16:00,Brest,Toulouse,H,H,2024/2025,66.67,1.91,0.0,5,2.0,1,0.0,66.67,0.0,1.67,1.5,2.33,0.5,3.2,1.5,2.33,2.09,9,0
2022-08-07,F1,14:00,Montpellier,Troyes,H,D,2022/2023,100.0,2.07,100.0,6,1.0,10,1.0,68.42,84.21,2.0,3.0,3.0,2.0,3.2,2.68,1.53,2.25,17,1
2022-08-19,F1,20:00,Lyon,Troyes,H,D,2022/2023,100.0,1.89,100.0,8,2.0,1,2.0,57.89,84.21,1.0,3.5,3.0,1.5,6.5,2.68,1.84,1.45,16,1
2022-08-31,F1,18:00,Monaco,Troyes,A,A,2022/2023,66.67,2.09,100.0,6,2.0,11,3.0,68.42,84.21,3.0,3.0,1.33,2.33,5.75,2.68,1.95,1.47,8,1
2022-09-09,F1,20:00,Lens,Troyes,H,H,2022/2023,75.0,2.3,75.0,3,3.0,2,3.0,68.42,84.21,1.25,2.5,2.75,1.75,4.33,2.68,2.16,1.55,12,0
2022-09-18,F1,14:00,Clermont,Troyes,A,D,2022/2023,50.0,1.93,80.0,2,2.0,4,4.0,47.37,84.21,2.0,2.2,1.0,2.0,3.4,2.68,1.05,2.03,14,1
2022-10-09,F1,14:00,Nice,Troyes,H,H,2022/2023,40.0,2.06,80.0,6,2.0,6,4.0,36.84,84.21,1.6,2.2,0.8,2.0,3.4,2.68,1.26,2.08,14,1
2022-10-29,F1,16:00,Paris SG,Troyes,H,D,2022/2023,40.0,2.06,80.0,11,2.0,5,4.0,63.16,84.21,1.0,2.2,1.8,2.4,11.0,2.68,2.37,1.18,19,1
2022-11-13,F1,14:00,Brest,Troyes,H,D,2022/2023,40.0,2.16,80.0,5,2.0,2,4.0,52.63,84.21,1.0,2.2,0.8,1.8,3.6,2.68,1.26,1.76,15,1
2023-01-02,F1,14:00,Strasbourg,Troyes,A,A,2022/2023,80.0,2.06,100.0,7,4.0,5,5.0,52.63,84.21,2.4,2.4,1.2,2.4,3.75,2.68,1.32,1.93,17,1
2023-01-15,F1,12:00,Lille,Troyes,H,H,2022/2023,40.0,1.9,100.0,13,2.0,2,5.0,68.42,84.21,1.2,3.2,2.4,2.0,4.33,2.68,2.11,1.72,23,1
2023-02-01,F1,18:00,Toulouse,Troyes,H,H,2022/2023,40.0,2.12,100.0,6,2.0,3,5.0,47.37,84.21,1.2,3.4,1.8,1.8,4.33,2.68,1.42,1.65,13,1
2023-02-12,F1,14:00,Reims,Troyes,H,H,2022/2023,60.0,2.06,100.0,10,3.0,2,5.0,52.63,84.21,0.6,3.4,2.4,1.2,4.5,2.68,1.47,1.72,20,1
2023-02-26,F1,14:00,Ajaccio,Troyes,H,A,2022/2023,20.0,1.85,100.0,6,1.0,5,5.0,36.84,84.21,1.2,3.4,0.6,1.2,3.2,2.68,0.53,2.52,14,1
2023-03-12,F1,14:00,Lorient,Troyes,H,H,2022/2023,40.0,1.98,80.0,6,2.0,2,4.0,63.16,84.21,0.4,3.4,1.4,0.6,3.75,2.68,1.37,1.8,16,0
2023-04-01,F1,16:00,Auxerre,Troyes,H,D,2022/2023,20.0,2.06,60.0,5,1.0,2,3.0,42.11,84.21,0.6,2.6,0.6,0.4,3.5,2.68,0.95,2.15,13,0
2023-04-16,F1,19:45,Marseille,Troyes,H,H,2022/2023,80.0,1.92,60.0,6,4.0,2,3.0,68.42,84.21,2.0,2.4,1.4,0.4,6.0,2.68,1.84,1.48,28,1
2023-04-23,F1,14:00,Nantes,Troyes,D,H,2022/2023,80.0,2.17,60.0,9,4.0,4,3.0,47.37,84.21,2.0,2.0,1.2,0.8,4.5,2.68,1.05,1.72,19,1
2023-05-14,F1,14:00,Rennes,Troyes,H,H,2022/2023,60.0,1.95,60.0,9,3.0,0,3.0,68.42,84.21,0.8,2.4,2.2,0.6,8.0,2.68,2.26,1.31,26,1
2023-05-27,F1,20:00,Angers,Troyes,H,D,2022/2023,60.0,2.02,80.0,5,3.0,3,4.0,73.68,84.21,1.2,2.4,1.2,0.8,4.2,2.68,1.05,1.47,18,1
