Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,MaxAHH,Last5HomeOver2.5Perc,HST,Last5AwayOver2.5Count,Last5HomeOver2.5Count,AST,HomeOver2.5Perc,AwayOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsConceded,MaxC>2.5,AS,AvgAwayGoalsScored,AvgHomeGoalsScored,Over2.5
2023-09-27,I1,19:45,Napoli,Udinese,H,H,2023/2024,33.33,1.9,66.67,10,1.0,2.0,3,63.16,26.32,1.67,2.33,0.67,1.0,1.69,13,0.84,1.26,1
2023-10-06,I1,17:30,Empoli,Udinese,D,D,2023/2024,25.0,1.89,0.0,3,1.0,0.0,1,31.58,26.32,1.25,0.2,0.5,0.8,2.01,11,0.84,0.79,0
2023-10-29,I1,14:00,Monza,Udinese,D,H,2023/2024,20.0,1.87,20.0,4,1.0,1.0,3,42.11,26.32,1.2,1.4,0.6,0.4,2.05,10,0.84,1.21,0
2023-11-04,I1,19:45,Milan,Udinese,A,D,2023/2024,20.0,2.07,20.0,5,1.0,1.0,2,52.63,26.32,1.0,1.4,0.6,0.6,1.94,12,0.84,2.0,0
2023-11-26,I1,17:00,Roma,Udinese,H,H,2023/2024,40.0,1.84,60.0,5,2.0,3.0,2,52.63,26.32,1.6,3.0,0.8,0.4,2.24,6,0.84,2.0,1
2023-12-09,I1,19:45,Inter,Udinese,H,H,2023/2024,40.0,2.08,60.0,8,2.0,3.0,1,52.63,26.32,1.6,2.0,0.6,0.8,1.62,11,0.84,2.32,1
2023-12-23,I1,14:00,Torino,Udinese,D,D,2023/2024,40.0,2.05,60.0,4,2.0,3.0,4,26.32,26.32,1.8,1.4,0.8,1.0,2.35,10,0.84,0.95,0
2024-01-14,I1,17:00,Fiorentina,Udinese,D,A,2023/2024,60.0,1.91,60.0,3,3.0,3.0,6,68.42,26.32,2.0,1.8,1.0,0.6,2.26,12,0.84,1.95,1
2024-01-27,I1,14:00,Atalanta,Udinese,H,H,2023/2024,60.0,1.86,60.0,11,3.0,3.0,5,68.42,26.32,2.4,3.0,0.8,0.6,1.76,13,0.84,2.21,0
2024-02-12,I1,19:45,Juventus,Udinese,A,A,2023/2024,40.0,2.06,20.0,6,2.0,1.0,1,26.32,26.32,1.8,1.2,0.8,0.4,2.2,8,0.84,1.37,0
2024-02-24,I1,19:45,Genoa,Udinese,H,H,2023/2024,20.0,2.0,40.0,4,1.0,2.0,1,42.11,26.32,1.4,1.2,0.8,1.2,2.8,5,0.84,1.42,0
2024-03-11,I1,19:45,Lazio,Udinese,A,D,2023/2024,40.0,1.96,40.0,6,2.0,2.0,5,26.32,26.32,1.4,0.6,1.0,1.0,2.28,14,0.84,1.21,1
2024-04-01,I1,14:00,Sassuolo,Udinese,D,D,2023/2024,20.0,2.11,40.0,5,1.0,2.0,3,47.37,26.32,1.2,1.2,0.8,2.2,2.13,12,0.84,1.21,0
2024-04-20,I1,19:45,Verona,Udinese,H,D,2023/2024,20.0,1.86,60.0,4,1.0,3.0,1,57.89,26.32,1.0,1.2,0.8,1.4,2.73,18,0.84,1.21,0
2024-04-28,I1,14:00,Bologna,Udinese,D,A,2023/2024,20.0,1.83,20.0,4,1.0,1.0,4,36.84,26.32,1.2,1.2,0.8,0.4,2.31,11,0.84,1.74,0
2024-05-13,I1,17:30,Lecce,Udinese,A,A,2023/2024,20.0,1.9,0.0,2,1.0,0.0,3,36.84,26.32,0.8,0.4,1.2,0.8,2.52,16,0.84,0.89,0
2024-05-26,I1,19:45,Frosinone,Udinese,A,D,2023/2024,0.0,2.13,60.0,5,0.0,3.0,5,73.68,26.32,0.6,1.0,1.0,1.8,2.2,10,0.84,1.47,0
2024-08-18,I1,17:30,Bologna,Udinese,D,D,2024/2025,0.0,1.97,0.0,7,0.0,0.0,2,0.0,66.67,1.0,1.0,1.0,1.0,2.44,4,1.33,1.0,0
2024-09-16,I1,17:30,Parma,Udinese,A,H,2024/2025,50.0,2.0,66.67,3,1.0,2.0,6,75.0,66.67,1.5,1.67,2.0,1.67,2.03,18,1.33,1.75,1
2024-09-22,I1,17:00,Roma,Udinese,H,H,2024/2025,66.67,1.84,100.0,6,2.0,2.0,3,100.0,66.67,2.0,2.0,1.33,1.0,1.91,9,1.33,2.0,1
2024-08-18,I1,19:45,Lazio,Venezia,H,H,2024/2025,100.0,2.13,100.0,6,1.0,1.0,3,100.0,75.0,3.0,3.0,1.0,1.0,1.94,11,0.5,2.33,1
2024-08-25,I1,17:30,Fiorentina,Venezia,D,D,2024/2025,50.0,2.03,0.0,8,1.0,0.0,4,66.67,75.0,1.5,0.0,0.5,0.0,1.82,7,0.5,1.33,0
2024-09-14,I1,19:45,Milan,Venezia,H,H,2024/2025,66.67,1.9,100.0,8,2.0,2.0,1,100.0,75.0,2.33,3.0,0.33,1.0,1.5,6,0.5,3.0,1
2024-09-29,I1,14:00,Roma,Venezia,H,A,2024/2025,75.0,1.96,100.0,5,3.0,3.0,7,100.0,75.0,2.25,2.0,0.5,1.0,1.77,18,0.5,2.0,1
2022-08-21,I1,19:45,Bologna,Verona,D,D,2022/2023,0.0,1.93,0.0,5,0.0,0.0,3,31.58,26.32,1.0,1.0,1.0,1.0,1.82,19,0.58,1.26,0
2022-08-31,I1,17:30,Empoli,Verona,D,H,2022/2023,0.0,1.99,0.0,4,0.0,0.0,3,42.11,26.32,1.0,0.5,1.0,0.5,2.04,9,0.58,1.16,0
2022-09-11,I1,17:00,Lazio,Verona,H,D,2022/2023,0.0,2.05,75.0,6,0.0,3.0,1,52.63,26.32,1.33,2.0,0.67,1.0,1.7,7,0.58,1.68,0
2022-09-18,I1,14:00,Fiorentina,Verona,H,H,2022/2023,0.0,2.08,25.0,9,0.0,1.0,1,47.37,26.32,1.5,1.5,0.5,0.75,2.12,8,0.58,1.58,0
2022-10-09,I1,14:00,Salernitana,Verona,H,H,2022/2023,20.0,1.83,80.0,4,1.0,4.0,2,63.16,26.32,1.6,1.8,0.6,1.2,1.95,12,0.58,1.58,1
2022-10-24,I1,19:45,Sassuolo,Verona,H,D,2022/2023,40.0,2.0,80.0,3,2.0,4.0,5,47.37,26.32,1.8,1.8,0.6,1.2,1.77,13,0.58,1.26,1
2022-11-06,I1,14:00,Monza,Verona,H,D,2022/2023,40.0,1.93,20.0,3,2.0,1.0,2,42.11,26.32,2.0,1.2,0.4,0.8,1.91,7,0.58,1.32,0
2023-01-04,I1,13:30,Torino,Verona,D,A,2022/2023,40.0,1.88,20.0,3,2.0,1.0,2,21.05,26.32,1.8,1.2,0.6,0.8,2.21,10,0.58,0.79,0
2023-01-14,I1,19:45,Inter,Verona,H,H,2022/2023,40.0,2.09,40.0,3,2.0,2.0,1,47.37,26.32,1.6,2.6,0.6,0.2,1.74,6,0.58,1.95,0
2023-01-30,I1,19:45,Udinese,Verona,D,D,2022/2023,20.0,1.89,40.0,8,1.0,2.0,2,52.63,26.32,1.4,1.0,0.6,1.4,2.26,10,0.58,1.58,0
2023-02-19,I1,19:45,Roma,Verona,H,H,2022/2023,0.0,1.87,0.0,5,0.0,0.0,1,36.84,26.32,1.2,1.4,0.4,0.2,2.6,7,0.58,1.47,0
2023-03-05,I1,11:30,Spezia,Verona,D,D,2022/2023,0.0,1.94,20.0,4,0.0,1.0,3,52.63,26.32,0.8,0.0,0.4,1.4,2.28,11,0.58,0.95,0
2023-03-19,I1,11:30,Sampdoria,Verona,H,H,2022/2023,20.0,2.15,40.0,4,1.0,2.0,6,31.58,26.32,1.2,0.8,0.4,0.8,2.73,16,0.58,0.63,1
2023-04-01,I1,19:45,Juventus,Verona,H,D,2022/2023,20.0,2.09,40.0,2,1.0,2.0,3,47.37,26.32,1.2,2.0,0.4,1.2,2.43,9,0.58,2.0,0
2023-04-15,I1,17:00,Napoli,Verona,D,D,2022/2023,20.0,1.99,40.0,1,1.0,2.0,2,52.63,26.32,1.0,1.0,0.2,1.0,2.28,5,0.58,2.11,0
2023-04-30,I1,14:00,Cremonese,Verona,D,H,2022/2023,20.0,1.83,40.0,5,1.0,2.0,6,42.11,26.32,1.0,1.0,0.4,1.4,2.47,14,0.58,0.79,0
2023-05-07,I1,19:45,Lecce,Verona,A,D,2022/2023,20.0,1.92,20.0,2,1.0,1.0,3,36.84,26.32,1.0,0.6,0.6,1.2,2.67,9,0.58,0.95,0
2023-05-20,I1,17:00,Atalanta,Verona,H,D,2022/2023,20.0,2.0,60.0,5,1.0,3.0,2,57.89,26.32,1.0,1.8,0.6,1.6,1.81,10,0.58,2.0,1
2023-06-04,I1,20:00,Milan,Verona,H,H,2022/2023,40.0,2.07,40.0,5,2.0,2.0,1,52.63,26.32,1.4,2.6,0.8,0.6,2.06,6,0.58,2.16,1
2023-08-19,I1,17:30,Empoli,Verona,A,D,2023/2024,0.0,2.0,0.0,4,0.0,0.0,4,31.58,42.11,0.0,0.0,1.0,1.0,2.13,10,0.79,0.79,0
2023-09-01,I1,17:30,Sassuolo,Verona,H,H,2023/2024,50.0,2.06,50.0,7,1.0,1.0,3,47.37,42.11,1.5,1.5,1.0,1.5,1.88,11,0.79,1.21,1
2023-09-23,I1,14:00,Milan,Verona,H,H,2023/2024,33.33,1.93,50.0,4,1.0,1.0,2,52.63,42.11,1.33,2.5,0.67,0.5,1.9,10,0.79,2.0,0
2023-10-02,I1,17:30,Torino,Verona,D,D,2023/2024,25.0,1.95,0.0,2,1.0,0.0,2,26.32,42.11,1.0,0.5,0.5,0.25,2.65,5,0.79,0.95,0
2023-10-08,I1,14:00,Frosinone,Verona,H,H,2023/2024,40.0,2.08,80.0,2,2.0,4.0,4,73.68,42.11,1.2,2.0,0.6,1.6,2.07,16,0.79,1.47,1
2023-10-28,I1,19:45,Juventus,Verona,H,D,2023/2024,40.0,1.87,20.0,6,2.0,1.0,1,26.32,42.11,1.4,1.6,0.4,0.4,2.02,7,0.79,1.37,0
2023-11-10,I1,19:45,Genoa,Verona,H,H,2023/2024,20.0,1.96,40.0,6,1.0,2.0,1,42.11,42.11,1.0,1.6,0.2,0.8,2.71,7,0.79,1.42,0
2023-12-03,I1,14:00,Udinese,Verona,D,H,2023/2024,40.0,1.99,40.0,6,2.0,2.0,4,47.37,42.11,1.4,1.4,0.8,1.8,2.13,13,0.79,1.11,1
2023-12-17,I1,14:00,Fiorentina,Verona,H,D,2023/2024,40.0,2.07,40.0,3,2.0,2.0,7,68.42,42.11,1.6,1.2,0.8,0.8,1.94,19,0.79,1.95,0
2024-01-06,I1,11:30,Inter,Verona,H,H,2023/2024,40.0,1.98,40.0,6,2.0,2.0,3,52.63,42.11,1.6,2.2,0.8,0.2,1.54,8,0.79,2.32,1
2024-01-20,I1,17:00,Roma,Verona,H,H,2023/2024,60.0,1.81,40.0,2,3.0,2.0,3,52.63,42.11,1.8,1.8,1.0,0.8,2.08,12,0.79,2.0,1
2024-02-04,I1,14:00,Napoli,Verona,H,D,2023/2024,80.0,2.0,80.0,8,4.0,4.0,2,63.16,42.11,2.0,1.2,1.2,1.2,2.02,12,0.79,1.26,1
2024-02-11,I1,14:00,Monza,Verona,D,D,2023/2024,60.0,1.83,20.0,1,3.0,1.0,1,42.11,42.11,1.4,0.6,0.6,1.2,2.38,10,0.79,1.21,0
2024-02-23,I1,19:45,Bologna,Verona,H,H,2023/2024,60.0,2.08,40.0,3,3.0,2.0,3,36.84,42.11,1.6,2.6,0.6,0.6,2.28,7,0.79,1.74,0
2024-03-10,I1,11:30,Lecce,Verona,A,A,2023/2024,40.0,1.98,60.0,3,2.0,3.0,4,36.84,42.11,1.2,0.8,0.6,2.2,2.53,13,0.79,0.89,0
2024-04-01,I1,14:00,Cagliari,Verona,D,A,2023/2024,20.0,1.89,60.0,2,1.0,3.0,5,63.16,42.11,1.0,1.6,0.6,1.8,2.33,8,0.79,1.47,0
2024-04-15,I1,19:45,Atalanta,Verona,D,H,2023/2024,20.0,2.09,80.0,9,1.0,4.0,5,68.42,42.11,1.0,2.2,0.8,1.0,1.73,13,0.79,2.21,1
2024-04-27,I1,19:45,Lazio,Verona,H,D,2023/2024,20.0,1.87,40.0,5,1.0,2.0,1,26.32,42.11,1.2,1.4,0.8,0.8,2.05,7,0.79,1.21,0
2024-05-20,I1,17:30,Salernitana,Verona,A,A,2023/2024,40.0,1.99,60.0,1,2.0,3.0,5,68.42,42.11,1.0,0.8,1.2,1.8,1.87,17,0.79,0.89,1
2024-09-01,I1,17:30,Genoa,Verona,A,D,2024/2025,0.0,2.05,50.0,1,0.0,1.0,3,50.0,66.67,0.0,1.0,2.0,2.0,2.43,10,1.67,0.75,0
2024-09-16,I1,19:45,Lazio,Verona,H,H,2024/2025,50.0,1.83,100.0,7,1.0,3.0,2,100.0,66.67,1.0,2.33,1.5,1.33,2.02,7,1.67,2.33,1
2024-09-29,I1,14:00,Como,Verona,H,H,2024/2025,66.67,1.85,100.0,11,2.0,2.0,3,100.0,66.67,1.67,2.5,1.67,2.0,2.24,6,1.67,2.5,1
