Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,MaxAHH,Last5HomeOver2.5Perc,HST,Last5AwayOver2.5Count,Last5HomeOver2.5Count,AST,HomeOver2.5Perc,AwayOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsConceded,MaxC>2.5,AS,AvgAwayGoalsScored,AvgHomeGoalsScored,Over2.5
2022-08-13,I1,17:30,Sampdoria,Atalanta,A,A,2022/2023,0.0,1.93,0.0,1,0.0,0.0,3,31.58,42.11,0.0,0.0,2.0,2.0,1.73,9,1.47,0.63,0
2022-08-28,I1,17:30,Verona,Atalanta,A,D,2022/2023,0.0,1.91,50.0,2,0.0,1.0,7,52.63,42.11,0.0,1.0,1.5,3.0,1.67,15,1.47,1.05,0
2022-09-05,I1,17:30,Monza,Atalanta,A,D,2022/2023,0.0,2.18,66.67,3,0.0,2.0,6,42.11,42.11,0.0,0.67,1.67,2.0,1.73,13,1.47,1.32,0
2022-09-18,I1,17:00,Roma,Atalanta,A,A,2022/2023,0.0,2.14,33.33,5,0.0,1.0,1,36.84,42.11,0.0,1.33,1.5,0.33,2.01,4,1.47,1.47,0
2022-10-09,I1,14:00,Udinese,Atalanta,D,A,2022/2023,20.0,1.91,60.0,2,1.0,3.0,5,52.63,42.11,0.4,2.0,1.6,0.6,1.9,9,1.47,1.58,1
2022-10-30,I1,11:30,Empoli,Atalanta,A,A,2022/2023,20.0,1.87,40.0,3,1.0,2.0,6,42.11,42.11,0.4,0.8,1.6,1.6,1.71,20,1.47,1.16,0
2022-11-09,I1,17:30,Lecce,Atalanta,H,H,2022/2023,40.0,1.87,20.0,3,2.0,1.0,4,36.84,42.11,0.8,1.0,1.6,1.0,2.28,12,1.47,0.95,1
2023-01-04,I1,13:30,Spezia,Atalanta,D,H,2022/2023,60.0,2.02,80.0,3,3.0,4.0,3,52.63,42.11,1.2,1.6,1.6,1.6,1.78,19,1.47,0.95,1
2023-01-09,I1,19:45,Bologna,Atalanta,A,H,2022/2023,80.0,2.04,60.0,3,4.0,3.0,3,31.58,42.11,1.4,1.8,1.8,0.8,2.13,7,1.47,1.26,1
2023-01-22,I1,19:45,Juventus,Atalanta,D,H,2022/2023,80.0,1.88,60.0,8,4.0,3.0,4,47.37,42.11,1.6,2.6,2.0,0.6,2.05,14,1.47,2.0,1
2023-02-04,I1,19:45,Sassuolo,Atalanta,H,D,2022/2023,80.0,1.97,40.0,8,4.0,2.0,2,47.37,42.11,1.8,1.0,1.6,1.2,1.64,7,1.47,1.26,0
2023-02-11,I1,19:45,Lazio,Atalanta,A,A,2022/2023,60.0,2.1,40.0,5,3.0,2.0,10,52.63,42.11,1.4,1.6,1.8,1.0,2.1,23,1.47,1.68,0
2023-02-26,I1,19:45,Milan,Atalanta,H,H,2022/2023,40.0,1.92,60.0,3,2.0,3.0,0,52.63,42.11,1.4,1.8,1.4,1.6,2.15,3,1.47,2.16,0
2023-03-11,I1,17:00,Napoli,Atalanta,H,D,2022/2023,20.0,1.89,60.0,6,1.0,3.0,3,52.63,42.11,1.6,2.4,1.0,0.6,1.96,6,1.47,2.11,0
2023-04-01,I1,14:00,Cremonese,Atalanta,A,A,2022/2023,20.0,2.1,60.0,4,1.0,3.0,4,42.11,42.11,1.2,0.8,1.0,2.0,1.89,12,1.47,0.79,1
2023-04-17,I1,19:45,Fiorentina,Atalanta,D,A,2022/2023,20.0,2.11,20.0,7,1.0,1.0,1,47.37,42.11,1.2,1.2,1.2,0.8,1.93,6,1.47,1.58,0
2023-04-29,I1,19:45,Torino,Atalanta,A,A,2022/2023,40.0,1.8,40.0,4,2.0,2.0,5,21.05,42.11,1.4,0.6,1.2,1.6,2.35,9,1.47,0.79,1
2023-05-13,I1,14:00,Salernitana,Atalanta,H,D,2022/2023,40.0,2.06,60.0,4,2.0,3.0,3,63.16,42.11,1.2,2.0,1.2,1.2,1.78,13,1.47,1.58,0
2023-05-27,I1,19:45,Inter,Atalanta,H,H,2022/2023,60.0,2.14,60.0,11,3.0,3.0,3,47.37,42.11,1.4,2.0,1.6,1.4,1.88,11,1.47,1.95,1
2023-08-20,I1,17:30,Sassuolo,Atalanta,A,D,2023/2024,0.0,2.08,0.0,3,0.0,0.0,6,47.37,63.16,0.0,0.0,2.0,2.0,1.75,16,1.58,1.21,0
2023-08-26,I1,17:30,Frosinone,Atalanta,H,H,2023/2024,50.0,2.07,100.0,5,1.0,2.0,6,73.68,63.16,1.0,1.5,1.5,2.0,1.79,18,1.58,1.47,1
2023-09-17,I1,17:00,Fiorentina,Atalanta,H,H,2023/2024,66.67,1.85,100.0,8,2.0,2.0,4,68.42,63.16,1.67,2.5,1.67,2.0,1.96,11,1.58,1.95,1
2023-09-27,I1,17:30,Verona,Atalanta,A,A,2023/2024,50.0,2.1,33.33,2,2.0,1.0,2,57.89,63.16,1.25,0.67,1.5,0.67,2.13,8,1.58,1.21,0
2023-10-08,I1,14:00,Lazio,Atalanta,H,H,2023/2024,60.0,2.09,25.0,4,3.0,1.0,4,26.32,63.16,1.6,1.5,1.6,1.0,2.23,12,1.58,1.21,1
2023-10-30,I1,17:30,Empoli,Atalanta,A,A,2023/2024,80.0,2.02,20.0,2,4.0,1.0,6,31.58,63.16,1.6,0.2,1.8,1.2,1.75,18,1.58,0.79,1
2023-11-12,I1,14:00,Udinese,Atalanta,D,H,2023/2024,60.0,1.88,20.0,4,3.0,1.0,2,47.37,63.16,1.4,0.8,1.8,1.2,2.01,8,1.58,1.11,0
2023-12-04,I1,19:45,Torino,Atalanta,H,H,2023/2024,60.0,1.8,60.0,5,3.0,3.0,4,26.32,63.16,1.4,1.2,1.4,1.0,2.35,10,1.58,0.95,1
2023-12-23,I1,14:00,Bologna,Atalanta,H,D,2023/2024,60.0,1.97,20.0,1,3.0,1.0,2,36.84,63.16,1.6,1.6,1.2,0.2,2.51,12,1.58,1.74,0
2024-01-07,I1,19:45,Roma,Atalanta,D,D,2023/2024,40.0,2.06,40.0,6,2.0,2.0,2,52.63,63.16,1.2,1.8,1.0,0.8,2.41,8,1.58,2.0,0
2024-02-11,I1,17:00,Genoa,Atalanta,A,A,2023/2024,40.0,1.83,40.0,6,2.0,2.0,9,42.11,63.16,1.4,1.0,1.2,1.4,2.38,14,1.58,1.42,1
2024-02-25,I1,19:45,Milan,Atalanta,D,D,2023/2024,40.0,2.09,40.0,7,2.0,2.0,3,52.63,63.16,1.4,1.6,1.2,0.8,1.84,8,1.58,2.0,0
2024-02-28,I1,19:45,Inter,Atalanta,H,H,2023/2024,40.0,1.85,60.0,7,2.0,3.0,1,52.63,63.16,1.6,2.6,1.2,0.2,1.78,6,1.58,2.32,1
2024-03-10,I1,17:00,Juventus,Atalanta,D,A,2023/2024,60.0,1.99,60.0,5,3.0,3.0,3,26.32,63.16,1.8,1.8,1.6,1.2,2.36,7,1.58,1.37,1
2024-03-30,I1,11:30,Napoli,Atalanta,A,A,2023/2024,80.0,1.86,60.0,6,4.0,3.0,6,63.16,63.16,1.6,1.2,2.0,1.4,1.93,12,1.58,1.26,1
2024-04-07,I1,17:00,Cagliari,Atalanta,H,D,2023/2024,80.0,1.99,60.0,3,4.0,3.0,2,63.16,63.16,1.8,1.8,1.4,1.6,1.94,7,1.58,1.47,1
2024-04-21,I1,19:45,Monza,Atalanta,A,A,2023/2024,100.0,2.02,80.0,2,5.0,4.0,6,42.11,63.16,1.8,1.8,1.6,2.4,1.94,12,1.58,1.21,1
2024-05-06,I1,17:00,Salernitana,Atalanta,A,H,2023/2024,100.0,1.92,40.0,2,5.0,2.0,4,68.42,63.16,1.2,0.6,2.0,1.8,1.54,17,1.58,0.89,1
2024-05-18,I1,17:00,Lecce,Atalanta,A,D,2023/2024,80.0,1.89,0.0,3,4.0,0.0,9,36.84,63.16,0.8,0.4,2.0,1.0,1.94,19,1.58,0.89,0
2024-08-19,I1,17:30,Lecce,Atalanta,A,A,2024/2025,100.0,2.03,100.0,5,1.0,1.0,6,66.67,75.0,0.0,0.0,4.0,4.0,2.12,10,1.5,1.0,1
2024-08-25,I1,17:30,Torino,Atalanta,H,D,2024/2025,100.0,1.89,100.0,6,2.0,1.0,8,66.67,75.0,1.0,2.0,2.5,1.0,2.2,24,1.5,1.33,1
2024-08-30,I1,19:45,Inter,Atalanta,H,H,2024/2025,100.0,1.97,50.0,5,3.0,1.0,1,66.67,75.0,2.0,3.0,1.67,0.0,1.74,11,1.5,2.33,1
2024-09-28,I1,19:45,Bologna,Atalanta,D,D,2024/2025,75.0,1.81,0.0,1,3.0,0.0,5,0.0,75.0,1.75,1.0,1.5,1.0,2.29,23,1.5,1.0,0
2022-08-14,I1,17:30,Lazio,Bologna,H,A,2022/2023,100.0,2.03,100.0,6,1.0,1.0,3,52.63,73.68,2.0,2.0,1.0,1.0,1.73,11,1.53,1.68,1
2022-08-27,I1,19:45,Milan,Bologna,H,H,2022/2023,50.0,2.05,50.0,7,1.0,1.0,0,52.63,73.68,2.0,3.0,0.5,1.0,1.64,8,1.53,2.16,0
2022-09-04,I1,14:00,Spezia,Bologna,D,D,2022/2023,66.67,1.82,66.67,5,2.0,2.0,6,52.63,73.68,2.0,1.67,1.0,1.33,2.01,13,1.53,0.95,1
2022-10-02,I1,19:45,Juventus,Bologna,H,H,2022/2023,75.0,1.94,60.0,6,3.0,3.0,1,47.37,73.68,2.25,2.2,0.75,0.6,1.97,9,1.53,2.0,1
2022-10-16,I1,17:00,Napoli,Bologna,H,D,2022/2023,80.0,2.05,60.0,11,4.0,3.0,3,52.63,73.68,2.4,2.4,1.0,0.8,1.6,16,1.53,2.11,1
2022-10-31,I1,19:45,Monza,Bologna,A,D,2022/2023,80.0,1.93,40.0,3,4.0,2.0,5,42.11,73.68,2.2,1.0,1.2,1.2,2.17,10,1.53,1.32,1
2022-11-09,I1,19:45,Inter,Bologna,H,H,2022/2023,100.0,1.95,60.0,7,5.0,3.0,4,47.37,73.68,3.0,2.6,1.4,0.6,1.7,10,1.53,1.95,1
2023-01-04,I1,15:30,Roma,Bologna,H,H,2022/2023,80.0,1.85,20.0,4,4.0,1.0,2,36.84,73.68,2.8,0.8,1.0,0.8,2.38,10,1.53,1.47,0
2023-01-15,I1,14:00,Udinese,Bologna,A,H,2022/2023,80.0,2.0,60.0,4,4.0,3.0,2,52.63,73.68,2.4,1.2,1.4,1.6,2.13,15,1.53,1.58,1
2023-02-05,I1,17:00,Fiorentina,Bologna,A,D,2022/2023,80.0,1.87,60.0,6,4.0,3.0,7,47.37,73.68,2.0,1.2,1.4,1.2,2.01,11,1.53,1.58,1
2023-02-18,I1,14:00,Sampdoria,Bologna,A,A,2022/2023,80.0,1.88,20.0,4,4.0,1.0,5,31.58,73.68,2.0,0.2,1.4,1.4,2.38,12,1.53,0.63,1
2023-03-06,I1,19:45,Torino,Bologna,H,H,2022/2023,60.0,2.04,20.0,5,3.0,1.0,1,21.05,73.68,1.0,1.0,1.2,0.8,2.84,11,1.53,0.79,0
2023-03-18,I1,17:00,Salernitana,Bologna,D,D,2022/2023,80.0,1.99,60.0,4,4.0,3.0,2,63.16,73.68,1.2,1.0,1.6,1.8,2.59,10,1.53,1.58,1
2023-04-08,I1,15:30,Atalanta,Bologna,A,D,2022/2023,60.0,1.9,40.0,6,3.0,2.0,6,57.89,73.68,1.0,1.0,1.6,1.0,1.94,13,1.53,2.0,0
2023-04-21,I1,19:45,Verona,Bologna,H,H,2022/2023,60.0,2.0,60.0,5,3.0,3.0,7,52.63,73.68,1.2,1.2,1.4,1.2,2.86,17,1.53,1.05,1
2023-05-04,I1,19:45,Empoli,Bologna,H,H,2022/2023,60.0,2.16,40.0,3,3.0,2.0,3,42.11,73.68,1.6,0.8,1.2,1.4,2.37,18,1.53,1.16,1
2023-05-08,I1,19:45,Sassuolo,Bologna,D,D,2022/2023,60.0,2.07,20.0,2,3.0,1.0,3,47.37,73.68,1.6,1.2,1.4,0.6,1.88,12,1.53,1.26,0
2023-05-20,I1,14:00,Cremonese,Bologna,A,A,2022/2023,60.0,1.82,40.0,2,3.0,2.0,9,42.11,73.68,1.4,1.2,2.0,1.8,2.16,19,1.53,0.79,1
2023-06-04,I1,20:00,Lecce,Bologna,A,H,2022/2023,80.0,2.04,20.0,7,4.0,1.0,7,36.84,73.68,1.8,0.8,2.2,1.0,2.06,11,1.53,0.95,1
2023-08-27,I1,17:30,Juventus,Bologna,D,A,2023/2024,0.0,1.86,0.0,3,0.0,0.0,4,26.32,47.37,1.0,1.0,1.0,1.0,2.04,9,1.11,1.37,0
2023-09-18,I1,19:45,Verona,Bologna,D,D,2023/2024,0.0,1.88,50.0,1,0.0,1.0,4,57.89,47.37,0.5,1.0,0.5,0.5,2.07,11,1.11,1.21,0
2023-09-28,I1,17:30,Monza,Bologna,D,D,2023/2024,0.0,2.16,0.0,3,0.0,0.0,5,42.11,47.37,0.33,1.0,0.33,0.33,2.07,7,1.11,1.21,0
2023-10-07,I1,14:00,Inter,Bologna,D,H,2023/2024,25.0,1.9,80.0,5,1.0,4.0,3,52.63,47.37,0.75,2.8,0.75,1.0,1.65,8,1.11,2.32,1
2023-10-28,I1,14:00,Sassuolo,Bologna,D,D,2023/2024,20.0,1.98,40.0,6,1.0,2.0,5,47.37,47.37,0.8,1.6,0.8,1.4,1.83,9,1.11,1.21,0
2023-11-12,I1,14:00,Fiorentina,Bologna,H,D,2023/2024,40.0,2.1,60.0,4,2.0,3.0,4,68.42,47.37,1.0,1.6,0.8,1.2,2.24,11,1.11,1.95,1
2023-12-03,I1,11:30,Lecce,Bologna,D,D,2023/2024,40.0,1.8,40.0,4,2.0,2.0,4,36.84,47.37,1.2,0.8,1.0,1.8,2.65,11,1.11,0.89,0
2023-12-10,I1,17:00,Salernitana,Bologna,A,A,2023/2024,60.0,2.14,80.0,2,3.0,4.0,5,68.42,47.37,1.4,1.0,1.4,2.2,2.35,10,1.11,0.89,1
2023-12-30,I1,14:00,Udinese,Bologna,H,H,2023/2024,60.0,1.98,60.0,7,3.0,3.0,5,47.37,47.37,1.6,2.0,1.0,1.4,2.63,14,1.11,1.11,1
2024-01-14,I1,14:00,Cagliari,Bologna,H,D,2023/2024,80.0,1.79,60.0,2,4.0,3.0,4,63.16,47.37,1.8,1.4,1.0,0.8,2.7,11,1.11,1.47,1
2024-01-27,I1,19:45,Milan,Bologna,D,D,2023/2024,80.0,1.97,80.0,4,4.0,4.0,4,52.63,47.37,1.8,2.4,1.2,0.8,2.2,15,1.11,2.0,1
2024-02-18,I1,11:30,Lazio,Bologna,A,D,2023/2024,100.0,2.05,40.0,7,5.0,2.0,3,26.32,47.37,1.8,1.0,1.4,1.0,2.7,11,1.11,1.21,1
2024-03-03,I1,17:00,Atalanta,Bologna,A,H,2023/2024,100.0,2.0,80.0,2,5.0,4.0,6,68.42,47.37,1.8,2.8,1.4,0.6,2.09,11,1.11,2.21,1
2024-03-15,I1,19:45,Empoli,Bologna,A,D,2023/2024,80.0,1.88,20.0,1,4.0,1.0,9,31.58,47.37,1.2,0.8,1.6,0.6,2.49,20,1.11,0.79,0
2024-04-07,I1,11:30,Frosinone,Bologna,D,D,2023/2024,60.0,2.0,60.0,5,3.0,3.0,5,73.68,47.37,0.8,1.0,1.4,2.0,2.06,13,1.11,1.47,0
2024-04-22,I1,17:30,Roma,Bologna,A,A,2023/2024,60.0,2.08,60.0,5,3.0,3.0,3,52.63,47.37,0.6,1.6,1.6,1.8,2.72,11,1.11,2.0,1
2024-05-03,I1,19:45,Torino,Bologna,D,D,2023/2024,40.0,1.99,0.0,1,2.0,0.0,1,26.32,47.37,0.4,0.2,1.2,0.0,2.87,5,1.11,0.95,0
2024-05-11,I1,17:00,Napoli,Bologna,A,A,2023/2024,20.0,1.9,60.0,6,1.0,3.0,4,63.16,47.37,0.2,1.0,1.2,2.0,2.02,11,1.11,1.26,0
2024-05-24,I1,19:45,Genoa,Bologna,H,H,2023/2024,20.0,2.05,40.0,3,1.0,2.0,1,42.11,47.37,0.6,1.6,1.0,0.6,2.01,11,1.11,1.42,0
2024-08-25,I1,19:45,Napoli,Bologna,H,H,2024/2025,100.0,1.96,100.0,5,1.0,1.0,2,66.67,100.0,3.0,3.0,0.0,0.0,2.31,9,1.33,2.33,1
2024-09-14,I1,14:00,Como,Bologna,D,H,2024/2025,100.0,2.21,100.0,4,2.0,1.0,4,100.0,100.0,2.5,2.0,1.0,2.0,2.6,14,1.33,2.5,1
2024-09-22,I1,14:00,Monza,Bologna,A,D,2024/2025,100.0,1.85,33.33,3,3.0,1.0,8,33.33,100.0,2.0,0.67,1.33,1.33,2.86,15,1.33,0.67,1
2023-08-21,I1,17:30,Torino,Cagliari,D,D,2023/2024,0.0,1.93,0.0,2,0.0,0.0,2,26.32,52.63,0.0,0.0,0.0,0.0,2.21,8,0.74,0.95,0
2023-09-02,I1,17:30,Bologna,Cagliari,H,A,2023/2024,50.0,1.96,50.0,7,1.0,1.0,1,36.84,52.63,1.0,1.0,0.5,1.5,1.99,7,0.74,1.74,1
2023-09-24,I1,14:00,Atalanta,Cagliari,H,H,2023/2024,33.33,1.94,50.0,6,1.0,1.0,1,68.42,52.63,1.33,2.5,0.33,0.0,1.82,11,0.74,2.21,0
2023-10-02,I1,19:45,Fiorentina,Cagliari,H,H,2023/2024,50.0,1.85,100.0,2,2.0,3.0,4,68.42,52.63,1.75,2.67,0.25,1.33,1.98,6,0.74,1.95,1
2023-10-22,I1,14:00,Salernitana,Cagliari,D,D,2023/2024,60.0,2.0,60.0,2,3.0,3.0,6,68.42,52.63,1.8,0.8,0.6,2.2,2.16,13,0.74,0.89,1
2023-11-11,I1,17:00,Juventus,Cagliari,H,D,2023/2024,80.0,1.9,40.0,4,4.0,2.0,2,26.32,52.63,2.2,1.8,0.8,0.4,2.01,11,0.74,1.37,1
2023-12-02,I1,17:00,Lazio,Cagliari,H,H,2023/2024,60.0,1.84,20.0,5,3.0,1.0,2,26.32,52.63,2.0,1.4,0.6,0.4,2.07,9,0.74,1.21,0
2023-12-16,I1,17:00,Napoli,Cagliari,H,D,2023/2024,80.0,2.01,80.0,5,4.0,4.0,3,63.16,52.63,2.0,1.0,0.8,2.0,1.61,9,0.74,1.26,1
2023-12-23,I1,17:00,Verona,Cagliari,H,D,2023/2024,60.0,2.06,60.0,5,3.0,3.0,3,57.89,52.63,1.8,1.4,0.8,1.8,2.23,12,0.74,1.21,0
2024-01-06,I1,17:00,Lecce,Cagliari,D,H,2023/2024,40.0,1.94,40.0,2,2.0,2.0,2,36.84,52.63,1.6,1.2,0.6,1.2,2.32,14,0.74,0.89,0
2024-01-21,I1,11:30,Frosinone,Cagliari,H,A,2023/2024,40.0,2.07,80.0,7,2.0,4.0,4,73.68,52.63,1.8,1.6,0.6,1.4,1.98,9,0.74,1.47,1
2024-02-05,I1,19:45,Roma,Cagliari,H,H,2023/2024,60.0,1.83,40.0,6,3.0,2.0,3,52.63,52.63,2.4,2.0,0.6,0.6,1.88,12,0.74,2.0,1
2024-02-18,I1,14:00,Udinese,Cagliari,D,D,2023/2024,40.0,1.94,60.0,3,2.0,3.0,2,47.37,52.63,2.2,1.4,0.6,1.2,2.13,5,0.74,1.11,0
2024-03-03,I1,14:00,Empoli,Cagliari,A,D,2023/2024,40.0,1.88,40.0,3,2.0,2.0,4,31.58,52.63,1.8,0.8,0.8,1.0,2.13,8,0.74,0.79,0
2024-03-16,I1,14:00,Monza,Cagliari,H,H,2023/2024,40.0,2.1,40.0,3,2.0,2.0,0,42.11,52.63,1.8,1.4,0.6,1.2,2.0,10,0.74,1.21,0
2024-04-14,I1,19:45,Inter,Cagliari,D,H,2023/2024,40.0,1.93,60.0,7,2.0,3.0,6,52.63,52.63,1.6,2.2,0.8,0.8,1.56,11,0.74,2.32,1
2024-04-29,I1,19:45,Genoa,Cagliari,H,H,2023/2024,40.0,1.98,40.0,5,2.0,2.0,1,42.11,52.63,1.4,1.6,0.8,1.0,2.38,12,0.74,1.42,1
2024-05-11,I1,19:45,Milan,Cagliari,H,H,2023/2024,60.0,1.97,80.0,10,3.0,4.0,7,52.63,52.63,2.2,2.6,0.8,1.2,1.72,13,0.74,2.0,1
2024-05-19,I1,11:30,Sassuolo,Cagliari,A,D,2023/2024,60.0,2.08,40.0,0,3.0,2.0,3,47.37,52.63,2.2,1.0,1.0,1.8,2.06,13,0.74,1.21,0
2024-08-31,I1,17:30,Lecce,Cagliari,H,H,2024/2025,0.0,1.99,50.0,4,0.0,1.0,2,66.67,50.0,1.0,0.5,0.0,2.0,2.36,21,1.5,1.0,0
2024-09-30,I1,19:45,Parma,Cagliari,A,A,2024/2025,50.0,1.88,75.0,4,1.0,3.0,4,75.0,50.0,1.5,1.75,1.5,2.0,1.8,11,1.5,1.75,1
2024-08-19,I1,19:45,Juventus,Como,H,H,2024/2025,100.0,2.09,100.0,9,1.0,1.0,1,33.33,50.0,3.0,3.0,0.0,0.0,2.05,1,1.0,1.0,1
2024-08-26,I1,17:30,Cagliari,Como,D,H,2024/2025,50.0,1.87,0.0,5,1.0,0.0,4,25.0,50.0,2.0,0.5,0.5,0.5,2.17,13,1.0,0.25,0
2024-09-01,I1,19:45,Udinese,Como,H,H,2024/2025,33.33,2.11,50.0,3,1.0,1.0,4,66.67,50.0,1.67,1.5,0.33,0.5,2.25,21,1.0,1.67,0
2024-09-24,I1,19:45,Atalanta,Como,A,H,2024/2025,50.0,2.09,100.0,5,2.0,2.0,7,100.0,50.0,1.75,2.5,1.0,2.5,1.75,14,1.0,2.5,1
2022-08-14,I1,17:30,Fiorentina,Cremonese,H,H,2022/2023,100.0,1.88,100.0,11,1.0,1.0,4,47.37,52.63,3.0,3.0,2.0,2.0,1.82,13,1.11,1.58,1
2022-08-22,I1,17:30,Roma,Cremonese,H,D,2022/2023,50.0,2.01,0.0,12,1.0,0.0,3,36.84,52.63,2.0,1.0,1.0,0.0,1.55,14,1.11,1.47,0
2022-08-30,I1,19:45,Inter,Cremonese,H,H,2022/2023,66.67,2.09,100.0,7,2.0,2.0,4,47.37,52.63,2.33,3.0,1.0,0.5,1.37,11,1.11,1.95,1
2022-09-11,I1,11:30,Atalanta,Cremonese,D,D,2022/2023,50.0,1.98,33.33,6,2.0,1.0,4,57.89,52.63,2.0,1.67,1.0,1.0,1.62,7,1.11,2.0,0
2022-10-02,I1,14:00,Lecce,Cremonese,D,D,2022/2023,40.0,2.12,25.0,1,2.0,1.0,4,36.84,52.63,1.8,1.0,1.0,1.25,2.07,13,1.11,0.95,0
2022-10-16,I1,14:00,Spezia,Cremonese,D,H,2022/2023,40.0,2.16,80.0,6,2.0,4.0,4,52.63,52.63,1.6,1.8,1.0,1.4,2.06,24,1.11,0.95,1
2022-11-05,I1,14:00,Salernitana,Cremonese,D,H,2022/2023,60.0,1.92,80.0,2,3.0,4.0,5,63.16,52.63,1.8,1.6,1.4,1.4,1.99,11,1.11,1.58,1
2022-11-11,I1,19:45,Empoli,Cremonese,H,D,2022/2023,40.0,1.85,20.0,6,2.0,1.0,5,42.11,52.63,1.6,1.0,1.2,1.0,2.11,19,1.11,1.16,0
2023-01-09,I1,17:30,Verona,Cremonese,H,H,2022/2023,40.0,2.1,60.0,4,2.0,3.0,5,52.63,52.63,1.8,1.0,1.0,1.6,2.38,15,1.11,1.05,0
2023-01-23,I1,17:30,Bologna,Cremonese,D,D,2022/2023,40.0,1.98,60.0,8,2.0,3.0,2,31.58,52.63,1.8,1.8,1.0,0.8,2.36,9,1.11,1.26,0
2023-02-12,I1,19:45,Napoli,Cremonese,H,H,2022/2023,40.0,1.97,80.0,10,2.0,4.0,1,52.63,52.63,2.0,3.0,0.6,0.8,1.56,6,1.11,2.11,1
2023-02-20,I1,19:45,Torino,Cremonese,D,H,2022/2023,40.0,1.9,20.0,6,2.0,1.0,2,21.05,52.63,2.0,1.2,0.6,0.8,2.47,11,1.11,0.79,1
2023-03-06,I1,17:30,Sassuolo,Cremonese,H,H,2022/2023,60.0,1.88,40.0,7,3.0,2.0,6,47.37,52.63,2.2,1.0,1.0,1.6,2.08,13,1.11,1.26,1
2023-03-18,I1,14:00,Monza,Cremonese,D,D,2022/2023,60.0,1.85,40.0,7,3.0,2.0,2,42.11,52.63,2.0,1.2,1.2,1.2,2.25,8,1.11,1.32,0
2023-04-08,I1,15:30,Sampdoria,Cremonese,A,D,2022/2023,80.0,2.05,60.0,9,4.0,3.0,4,31.58,52.63,2.2,1.2,1.6,1.2,2.35,17,1.11,0.63,1
2023-04-23,I1,14:00,Udinese,Cremonese,H,H,2022/2023,80.0,1.98,100.0,9,4.0,5.0,2,52.63,52.63,2.2,2.4,1.6,1.4,1.99,12,1.11,1.58,1
2023-05-03,I1,20:00,Milan,Cremonese,D,D,2022/2023,60.0,1.99,0.0,5,3.0,0.0,2,52.63,52.63,2.0,1.2,1.4,0.4,1.86,6,1.11,2.16,0
2023-05-14,I1,19:45,Juventus,Cremonese,H,D,2022/2023,40.0,2.13,40.0,7,2.0,2.0,2,47.37,52.63,1.8,1.8,1.0,0.8,1.92,3,1.11,2.0,0
2023-05-28,I1,17:00,Lazio,Cremonese,H,H,2022/2023,60.0,1.91,60.0,8,3.0,3.0,5,52.63,52.63,2.2,1.8,1.2,1.2,1.55,11,1.11,1.68,1
2022-08-14,I1,19:45,Spezia,Empoli,H,H,2022/2023,0.0,1.83,0.0,2,0.0,0.0,5,52.63,31.58,1.0,1.0,0.0,0.0,1.9,18,0.79,0.95,0
2022-08-28,I1,19:45,Lecce,Empoli,D,D,2022/2023,0.0,2.1,50.0,5,0.0,1.0,3,36.84,31.58,1.0,1.0,0.5,1.5,2.12,9,0.79,0.95,0
2022-09-05,I1,17:30,Salernitana,Empoli,D,D,2022/2023,33.33,2.02,66.67,4,1.0,2.0,5,63.16,31.58,1.33,2.0,1.0,1.0,2.03,11,0.79,1.58,1
2022-09-17,I1,14:00,Bologna,Empoli,A,D,2022/2023,25.0,1.88,25.0,3,1.0,1.0,5,31.58,31.58,1.0,1.0,1.0,1.0,1.91,12,0.79,1.26,0
2022-10-09,I1,11:30,Torino,Empoli,D,D,2022/2023,20.0,2.03,0.0,7,1.0,0.0,2,21.05,31.58,1.0,0.5,1.0,0.5,1.85,6,0.79,0.79,0
2022-10-21,I1,19:45,Juventus,Empoli,H,H,2022/2023,40.0,1.92,60.0,7,2.0,3.0,4,47.37,31.58,1.6,2.4,1.0,0.6,1.82,12,0.79,2.0,1
2022-11-08,I1,17:30,Napoli,Empoli,H,D,2022/2023,40.0,1.91,60.0,4,2.0,3.0,1,52.63,31.58,1.8,2.6,0.8,0.6,1.45,6,0.79,2.11,0
2023-01-04,I1,19:45,Udinese,Empoli,D,A,2022/2023,20.0,2.09,60.0,3,1.0,3.0,1,52.63,31.58,1.6,1.6,0.6,1.4,1.79,6,0.79,1.58,0
2023-01-08,I1,14:00,Lazio,Empoli,D,H,2022/2023,40.0,1.95,60.0,4,2.0,3.0,2,52.63,31.58,2.0,1.6,0.8,1.0,1.76,5,0.79,1.68,1
2023-01-23,I1,19:45,Inter,Empoli,A,D,2022/2023,40.0,1.86,40.0,1,2.0,2.0,8,47.37,31.58,1.8,2.2,0.8,0.4,1.56,13,0.79,1.95,0
2023-02-04,I1,17:00,Roma,Empoli,H,H,2022/2023,20.0,1.9,0.0,6,1.0,0.0,2,36.84,31.58,1.4,1.2,0.8,0.4,2.0,11,0.79,1.47,0
2023-02-19,I1,14:00,Fiorentina,Empoli,D,A,2022/2023,20.0,2.16,40.0,4,1.0,2.0,3,47.37,31.58,1.2,1.0,1.0,1.2,1.94,5,0.79,1.58,0
