Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,AHCh,Last5HomeOver2.5Perc,HST,AwayOver2.5Perc,AST,HomeOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsConceded,AvgLast5AwayGoalsScored,AvgC>2.5,AvgLast5HomeGoalsConceded,PC<2.5,AR,AvgHomeGoalsScored,Over2.5
2023-04-07,SP1,20:00,Sevilla,Celta,D,H,2022/2023,60.0,-0.25,80.0,2,47.37,4,52.63,2.2,1.4,2.0,2.21,1.2,1.68,0,1.26,1
2023-04-22,SP1,20:00,Real Madrid,Celta,H,H,2022/2023,40.0,-1.5,60.0,5,47.37,2,57.89,2.8,1.2,1.2,1.46,1.0,2.82,0,2.32,0
2023-04-30,SP1,15:15,Villarreal,Celta,H,H,2022/2023,60.0,-0.75,60.0,3,47.37,5,52.63,2.2,1.6,1.2,1.77,1.2,2.07,0,1.89,1
2023-05-03,SP1,21:00,Getafe,Celta,H,H,2022/2023,60.0,0.0,40.0,4,47.37,1,42.11,1.4,1.8,1.2,2.78,0.8,1.43,1,1.11,0
2023-05-20,SP1,15:15,Ath Bilbao,Celta,H,H,2022/2023,60.0,-0.75,20.0,3,47.37,3,31.58,0.8,2.0,0.8,2.05,0.6,1.88,0,1.16,1
2023-05-28,SP1,18:00,Cadiz,Celta,H,D,2022/2023,40.0,-0.25,20.0,3,47.37,4,31.58,1.0,1.8,0.4,2.49,0.8,1.53,0,1.0,0
2023-08-19,SP1,16:00,Sociedad,Celta,D,H,2023/2024,0.0,-0.75,0.0,2,68.42,6,31.58,1.0,1.0,1.0,2.49,1.0,1.56,0,1.37,0
2023-09-01,SP1,21:00,Almeria,Celta,A,A,2023/2024,50.0,0.0,66.67,5,68.42,8,68.42,1.0,1.5,2.0,1.99,2.67,1.9,0,1.16,1
2023-09-23,SP1,17:30,Barcelona,Celta,H,A,2023/2024,66.67,-1.75,66.67,6,68.42,7,57.89,3.33,2.0,2.0,1.44,0.67,2.83,0,2.26,1
2023-10-02,SP1,20:00,Las Palmas,Celta,H,D,2023/2024,75.0,0.0,25.0,5,68.42,3,31.58,1.0,2.0,1.75,2.32,0.5,1.64,0,1.05,1
2023-10-27,SP1,20:00,Girona,Celta,H,D,2023/2024,60.0,-0.75,60.0,2,68.42,2,68.42,2.4,1.8,1.4,1.65,1.6,2.29,0,2.79,0
2023-11-10,SP1,20:00,Ath Bilbao,Celta,H,D,2023/2024,80.0,-0.75,100.0,12,68.42,5,57.89,2.8,2.4,1.8,1.71,1.4,2.2,0,2.21,1
2023-11-25,SP1,15:15,Valencia,Celta,D,D,2023/2024,60.0,-0.25,20.0,0,68.42,1,36.84,1.2,2.0,1.2,2.13,0.2,1.76,0,1.05,0
2023-12-11,SP1,20:00,Vallecano,Celta,D,D,2023/2024,40.0,0.0,60.0,4,68.42,2,36.84,1.2,1.4,0.8,2.13,1.4,1.74,0,0.95,0
2023-12-20,SP1,20:30,Villarreal,Celta,H,H,2023/2024,40.0,-0.25,80.0,8,68.42,5,73.68,1.8,1.6,1.0,1.94,2.0,1.85,0,1.89,1
2024-01-13,SP1,15:15,Mallorca,Celta,D,D,2023/2024,40.0,-0.25,20.0,6,68.42,2,26.32,1.2,1.6,1.2,2.69,0.8,1.45,0,0.89,0
2024-02-04,SP1,15:15,Osasuna,Celta,A,A,2023/2024,40.0,-0.25,40.0,1,68.42,5,26.32,1.2,0.8,1.2,2.65,1.2,1.51,0,1.0,1
2024-02-11,SP1,13:00,Getafe,Celta,H,H,2023/2024,60.0,-0.25,20.0,4,68.42,4,31.58,1.2,1.4,1.6,2.75,1.2,1.47,0,1.05,1
2024-02-25,SP1,13:00,Cadiz,Celta,D,A,2023/2024,80.0,0.25,40.0,6,68.42,3,26.32,0.6,1.8,2.0,2.71,1.6,1.48,0,0.84,1
2024-03-10,SP1,17:30,Real Madrid,Celta,H,H,2023/2024,80.0,-1.5,60.0,13,68.42,1,57.89,2.6,2.0,1.6,1.55,0.6,2.52,0,2.53,1
2024-03-17,SP1,13:00,Sevilla,Celta,A,H,2023/2024,100.0,-0.5,60.0,4,68.42,5,57.89,1.6,2.0,1.8,1.92,1.6,1.95,0,1.42,1
2024-04-12,SP1,20:00,Betis,Celta,H,D,2023/2024,100.0,-0.5,60.0,3,68.42,5,36.84,1.6,2.4,1.4,2.04,1.2,1.85,0,1.42,1
2024-04-27,SP1,17:30,Alaves,Celta,H,D,2023/2024,100.0,0.0,20.0,8,68.42,0,26.32,1.4,2.4,1.0,2.34,0.4,1.65,0,1.21,1
2024-05-12,SP1,15:15,Ath Madrid,Celta,H,D,2023/2024,80.0,-1.25,80.0,8,68.42,2,78.95,1.8,2.2,0.6,1.57,1.2,2.46,0,2.21,0
2024-05-19,SP1,18:00,Granada,Celta,A,D,2023/2024,80.0,0.5,60.0,3,68.42,5,47.37,1.2,1.6,1.0,1.91,1.4,1.95,0,1.26,1
2024-08-26,SP1,20:30,Villarreal,Celta,H,A,2024/2025,100.0,-0.75,100.0,9,100.0,8,100.0,3.0,4.0,3.0,1.59,2.5,2.42,0,2.5,1
2024-09-01,SP1,16:00,Osasuna,Celta,H,H,2024/2025,100.0,-0.25,33.33,4,100.0,3,60.0,1.67,3.5,2.5,2.05,1.0,1.8,1,2.2,1
2024-09-22,SP1,15:15,Ath Bilbao,Celta,H,H,2024/2025,100.0,-0.75,25.0,7,100.0,4,20.0,1.25,3.33,2.0,1.89,0.75,1.98,0,1.2,1
2022-08-15,SP1,20:30,Betis,Elche,H,H,2022/2023,100.0,-1.0,100.0,8,57.89,2,47.37,3.0,3.0,0.0,1.99,0.0,1.85,1,1.37,1
2022-09-04,SP1,17:30,Villarreal,Elche,H,H,2022/2023,100.0,-1.25,100.0,10,57.89,0,52.63,4.0,3.5,0.0,1.67,0.0,2.3,0,1.89,1
2022-09-17,SP1,15:15,Barcelona,Elche,H,H,2022/2023,100.0,-2.75,66.67,9,57.89,1,47.37,2.33,3.33,0.0,1.24,0.0,3.45,1,1.95,1
2022-10-03,SP1,20:00,Vallecano,Elche,H,D,2022/2023,100.0,-1.0,66.67,6,57.89,2,63.16,1.33,3.0,0.25,1.92,1.33,1.96,0,1.47,1
2022-10-15,SP1,15:15,Valencia,Elche,D,H,2022/2023,100.0,-1.25,60.0,8,57.89,6,47.37,2.2,2.8,0.6,1.73,0.8,2.18,0,1.42,1
2022-10-23,SP1,13:00,Espanol,Elche,D,D,2022/2023,100.0,-0.75,80.0,5,57.89,4,63.16,1.6,2.6,1.0,1.99,2.0,1.89,0,1.42,1
2022-11-05,SP1,15:15,Valladolid,Elche,H,H,2022/2023,100.0,-0.5,40.0,11,57.89,2,47.37,1.4,2.2,1.2,1.98,0.6,1.88,0,1.11,1
2022-12-29,SP1,20:30,Ath Madrid,Elche,H,D,2022/2023,80.0,-1.5,40.0,4,57.89,1,57.89,1.4,2.0,1.2,1.62,1.0,2.4,2,2.16,0
2023-01-16,SP1,20:00,Cadiz,Elche,D,H,2022/2023,60.0,-0.5,40.0,3,57.89,5,31.58,1.4,1.8,1.2,2.33,1.2,1.64,0,1.0,0
2023-01-28,SP1,17:30,Sevilla,Elche,H,H,2022/2023,60.0,-1.0,60.0,8,57.89,1,52.63,1.4,2.0,0.8,2.08,0.8,1.75,1,1.26,1
2023-02-15,SP1,20:00,Real Madrid,Elche,H,H,2022/2023,60.0,-1.75,40.0,13,57.89,0,57.89,1.8,2.4,0.4,1.53,0.4,2.57,0,2.32,1
2023-03-04,SP1,17:30,Mallorca,Elche,A,D,2022/2023,40.0,-0.75,20.0,3,57.89,6,21.05,1.4,2.0,0.4,2.62,0.6,1.54,0,1.16,0
2023-03-19,SP1,15:15,Sociedad,Elche,H,D,2022/2023,40.0,-1.25,20.0,4,57.89,3,31.58,1.2,2.0,0.4,2.05,0.6,1.82,0,1.37,0
2023-04-08,SP1,13:00,Osasuna,Elche,H,A,2022/2023,60.0,-0.75,40.0,6,57.89,1,47.37,0.4,2.2,0.4,2.27,1.4,1.67,0,1.26,1
2023-04-16,SP1,13:00,Girona,Elche,H,H,2022/2023,40.0,-1.25,40.0,4,57.89,5,63.16,2.2,2.0,0.4,1.65,0.8,2.35,1,1.84,0
2023-04-26,SP1,21:00,Celta,Elche,H,D,2022/2023,20.0,-1.25,60.0,9,57.89,1,52.63,1.8,1.4,0.4,1.75,0.6,2.14,0,1.37,0
2023-05-02,SP1,18:30,Almeria,Elche,H,H,2022/2023,40.0,-0.75,60.0,4,57.89,1,57.89,1.2,1.8,0.4,1.63,1.4,2.3,0,1.53,1
2023-05-20,SP1,17:30,Getafe,Elche,D,D,2022/2023,40.0,-0.75,20.0,5,57.89,4,42.11,1.0,1.6,0.6,2.27,0.6,1.67,0,1.11,0
2023-05-28,SP1,18:00,Ath Bilbao,Elche,A,D,2022/2023,20.0,-1.25,20.0,8,57.89,2,31.58,0.8,1.2,0.6,1.67,0.8,2.2,0,1.16,0
2022-08-13,SP1,16:00,Celta,Espanol,D,H,2022/2023,100.0,-0.75,100.0,3,68.42,2,52.63,2.0,2.0,2.0,2.19,2.0,1.71,0,1.37,1
2022-09-04,SP1,15:15,Ath Bilbao,Espanol,A,D,2022/2023,50.0,-1.0,0.0,2,68.42,2,31.58,0.33,1.0,1.5,1.84,0.33,1.98,0,1.16,0
2022-09-18,SP1,17:30,Sociedad,Espanol,H,H,2022/2023,66.67,-0.75,66.67,6,68.42,4,31.58,1.33,1.33,1.33,2.03,2.0,1.83,0,1.37,1
2022-10-09,SP1,15:15,Cadiz,Espanol,D,H,2022/2023,75.0,0.0,60.0,3,68.42,6,31.58,0.4,1.5,1.5,2.46,2.2,1.53,0,1.0,1
2022-10-20,SP1,19:00,Osasuna,Espanol,H,D,2022/2023,60.0,-0.25,40.0,5,68.42,3,47.37,1.2,1.4,1.2,2.31,1.0,1.61,0,1.26,0
2022-10-28,SP1,20:00,Mallorca,Espanol,D,D,2022/2023,40.0,-0.25,0.0,5,68.42,2,21.05,0.6,1.2,1.0,2.65,0.8,1.51,0,1.16,0
2022-11-06,SP1,13:00,Ath Madrid,Espanol,D,D,2022/2023,40.0,-1.0,60.0,7,68.42,2,57.89,1.8,1.4,1.0,1.95,1.2,1.9,1,2.16,0
2022-12-31,SP1,13:00,Barcelona,Espanol,D,H,2022/2023,20.0,-2.0,40.0,6,68.42,1,47.37,2.2,1.2,1.0,1.45,0.2,2.99,1,1.95,0
2023-01-15,SP1,13:00,Getafe,Espanol,A,D,2022/2023,20.0,-0.25,40.0,2,68.42,4,42.11,1.0,1.0,1.0,2.93,1.0,1.41,0,1.11,1
2023-01-27,SP1,20:00,Almeria,Espanol,H,H,2022/2023,40.0,-0.25,40.0,7,68.42,3,57.89,1.6,1.4,1.2,2.15,1.0,1.75,0,1.53,1
2023-02-19,SP1,13:00,Elche,Espanol,A,D,2022/2023,40.0,0.0,40.0,5,68.42,4,36.84,1.0,1.2,1.2,2.53,1.2,1.55,0,0.95,0
2023-03-05,SP1,13:00,Valladolid,Espanol,H,H,2022/2023,60.0,-0.25,20.0,5,68.42,2,47.37,0.6,1.4,1.2,2.23,0.8,1.7,0,1.11,1
2023-03-11,SP1,13:00,Real Madrid,Espanol,H,H,2022/2023,80.0,-1.75,40.0,7,68.42,3,57.89,2.0,1.8,1.2,1.72,0.4,2.19,0,2.32,1
2023-04-01,SP1,13:00,Girona,Espanol,H,D,2022/2023,80.0,-0.5,40.0,4,68.42,1,63.16,1.8,2.0,1.0,2.11,1.0,1.75,1,1.84,1
2023-04-15,SP1,17:30,Betis,Espanol,H,H,2022/2023,80.0,-0.5,40.0,8,68.42,4,47.37,1.2,2.0,1.0,2.2,0.8,1.68,0,1.37,1
2023-04-27,SP1,18:30,Villarreal,Espanol,H,A,2022/2023,100.0,-1.0,60.0,13,68.42,4,52.63,2.0,2.8,1.2,1.73,1.2,2.22,1,1.89,1
2023-05-04,SP1,18:30,Sevilla,Espanol,H,A,2022/2023,100.0,-0.5,80.0,6,68.42,3,52.63,1.8,3.0,1.4,1.96,1.6,1.93,0,1.26,1
2023-05-21,SP1,13:00,Vallecano,Espanol,A,D,2022/2023,100.0,-0.5,100.0,5,68.42,6,63.16,1.6,2.6,1.6,1.97,1.4,1.81,0,1.47,1
2023-05-28,SP1,18:00,Valencia,Espanol,D,D,2022/2023,100.0,-0.5,40.0,4,68.42,5,47.37,1.2,2.6,1.8,2.0,1.2,1.85,0,1.42,1
2024-08-19,SP1,18:00,Valladolid,Espanol,H,H,2024/2025,0.0,-0.25,0.0,3,25.0,2,25.0,1.0,1.0,0.0,2.77,0.0,1.47,0,0.5,0
2024-08-28,SP1,20:30,Ath Madrid,Espanol,D,D,2024/2025,0.0,-1.5,50.0,7,25.0,1,50.0,1.5,0.5,0.0,1.84,0.0,1.97,0,1.75,0
2024-09-21,SP1,20:00,Real Madrid,Espanol,H,D,2024/2025,33.33,-2.25,66.67,14,25.0,2,75.0,3.0,1.67,0.33,1.34,0.33,3.31,0,3.0,1
2024-09-29,SP1,17:30,Betis,Espanol,H,D,2024/2025,25.0,-1.0,40.0,12,25.0,1,40.0,1.4,1.5,0.25,1.93,0.8,1.94,0,1.4,0
2022-08-22,SP1,21:00,Girona,Getafe,H,H,2022/2023,100.0,-0.25,100.0,6,31.58,3,63.16,3.0,3.0,1.0,2.89,1.0,1.44,1,1.84,1
2022-09-04,SP1,20:00,Valencia,Getafe,H,H,2022/2023,100.0,-0.5,33.33,9,31.58,4,47.37,2.0,4.0,1.0,2.56,0.67,1.53,1,1.42,1
2022-09-18,SP1,13:00,Osasuna,Getafe,A,A,2022/2023,66.67,-0.75,50.0,4,31.58,4,47.37,1.5,2.67,1.33,2.53,1.0,1.55,1,1.26,0
2022-10-14,SP1,20:00,Vallecano,Getafe,D,D,2022/2023,50.0,-0.5,50.0,3,31.58,3,63.16,1.0,2.0,1.0,2.54,1.0,1.56,0,1.47,0
2022-10-24,SP1,20:00,Celta,Getafe,D,A,2022/2023,40.0,-0.75,60.0,5,31.58,1,52.63,1.4,1.8,1.0,2.45,1.4,1.57,0,1.37,0
2022-10-31,SP1,20:00,Elche,Getafe,A,D,2022/2023,20.0,0.0,40.0,5,31.58,3,36.84,0.4,1.2,1.0,2.83,2.0,1.42,1,0.95,0
2022-11-09,SP1,18:00,Almeria,Getafe,H,H,2022/2023,0.0,-0.5,60.0,3,31.58,3,57.89,2.0,0.4,0.8,2.55,1.0,1.54,0,1.53,0
2023-01-08,SP1,17:30,Sevilla,Getafe,H,H,2022/2023,20.0,-0.5,40.0,5,31.58,2,52.63,1.0,0.8,0.6,2.67,1.2,1.5,0,1.26,1
2023-01-22,SP1,17:30,Barcelona,Getafe,H,H,2022/2023,20.0,-1.75,40.0,4,31.58,3,47.37,2.2,1.0,0.6,1.78,0.2,2.09,0,1.95,0
2023-02-04,SP1,17:30,Ath Madrid,Getafe,D,D,2022/2023,20.0,-1.0,20.0,4,31.58,1,57.89,1.4,1.0,0.6,2.42,0.6,1.59,0,2.16,0
2023-02-27,SP1,20:00,Villarreal,Getafe,H,D,2022/2023,40.0,-0.75,40.0,5,31.58,3,52.63,1.0,1.4,0.6,2.57,0.8,1.53,0,1.89,1
2023-03-10,SP1,20:00,Cadiz,Getafe,D,H,2022/2023,60.0,-0.25,20.0,4,31.58,10,31.58,1.6,1.6,1.0,3.2,0.6,1.36,1,1.0,1
2023-04-01,SP1,15:15,Ath Bilbao,Getafe,D,D,2022/2023,40.0,-0.75,40.0,3,31.58,1,31.58,1.2,1.2,0.8,2.56,1.4,1.54,0,1.16,0
2023-04-08,SP1,17:30,Sociedad,Getafe,H,H,2022/2023,40.0,-0.75,0.0,6,31.58,4,31.58,1.0,1.4,0.8,2.7,0.4,1.48,0,1.37,0
2023-04-23,SP1,17:30,Mallorca,Getafe,H,A,2022/2023,60.0,-0.25,40.0,4,31.58,1,21.05,1.6,1.8,0.8,3.88,1.0,1.25,0,1.16,1
2023-04-30,SP1,17:30,Espanol,Getafe,H,H,2022/2023,40.0,-0.25,60.0,8,31.58,2,63.16,1.0,1.6,0.6,2.67,1.2,1.47,0,1.42,0
2023-05-13,SP1,20:00,Real Madrid,Getafe,H,D,2022/2023,20.0,-1.0,60.0,3,31.58,2,57.89,3.0,1.4,0.2,2.03,1.0,1.9,0,2.32,0
2023-05-24,SP1,21:00,Betis,Getafe,A,D,2022/2023,20.0,-0.25,40.0,4,31.58,2,47.37,1.2,1.4,0.4,2.75,1.0,1.47,0,1.37,0
2023-06-04,SP1,20:00,Valladolid,Getafe,D,D,2022/2023,20.0,-0.5,60.0,0,31.58,1,47.37,1.2,1.0,0.4,2.39,1.8,1.64,0,1.11,0
2023-08-20,SP1,18:00,Girona,Getafe,H,H,2023/2024,100.0,-0.5,100.0,6,52.63,2,68.42,3.0,3.0,0.0,2.66,0.0,1.49,0,2.79,1
2023-09-02,SP1,15:15,Real Madrid,Getafe,H,A,2023/2024,100.0,-1.25,100.0,12,52.63,2,57.89,2.0,2.5,0.5,1.98,1.0,1.83,0,2.53,1
2023-09-24,SP1,13:00,Sociedad,Getafe,H,A,2023/2024,100.0,-0.75,50.0,6,52.63,7,31.58,2.75,3.0,1.33,2.84,2.0,1.44,0,1.37,1
2023-09-27,SP1,18:00,Ath Bilbao,Getafe,D,H,2023/2024,100.0,-0.75,75.0,4,52.63,5,57.89,2.25,2.75,1.5,2.21,1.5,1.74,0,2.21,1
2023-10-08,SP1,17:30,Celta,Getafe,D,D,2023/2024,100.0,-0.5,20.0,11,52.63,2,42.11,0.6,2.6,1.6,2.37,1.4,1.63,1,1.11,1
2023-10-28,SP1,17:30,Mallorca,Getafe,D,D,2023/2024,80.0,-0.25,20.0,4,52.63,0,26.32,0.6,2.0,1.6,2.88,0.8,1.4,0,0.89,0
2023-11-11,SP1,17:30,Granada,Getafe,D,D,2023/2024,60.0,-0.25,60.0,6,52.63,6,47.37,1.6,1.8,1.6,2.3,2.2,1.66,0,1.26,0
2023-12-01,SP1,20:00,Las Palmas,Getafe,H,H,2023/2024,40.0,-0.25,40.0,6,52.63,4,31.58,1.4,1.4,1.0,2.94,0.6,1.41,1,1.05,0
2023-12-16,SP1,17:30,Sevilla,Getafe,A,A,2023/2024,40.0,-0.75,40.0,4,52.63,7,57.89,1.0,1.0,1.2,2.37,1.6,1.59,0,1.42,1
2023-12-19,SP1,20:30,Ath Madrid,Getafe,D,H,2023/2024,40.0,-1.25,80.0,4,52.63,9,78.95,2.2,1.2,1.4,1.81,1.2,2.11,0,2.21,1
2024-01-21,SP1,13:00,Osasuna,Getafe,H,H,2023/2024,60.0,-0.25,20.0,7,52.63,7,26.32,1.4,1.8,1.8,2.9,0.8,1.39,0,1.0,1
2024-02-04,SP1,17:30,Betis,Getafe,D,D,2023/2024,60.0,-0.5,20.0,3,52.63,2,36.84,1.2,1.8,1.8,2.31,1.4,1.63,0,1.42,0
2024-02-16,SP1,20:00,Villarreal,Getafe,D,A,2023/2024,60.0,-0.5,40.0,7,52.63,2,73.68,1.0,1.6,2.0,1.89,1.4,2.01,0,1.89,0
2024-02-24,SP1,15:15,Barcelona,Getafe,H,H,2023/2024,60.0,-1.25,80.0,9,52.63,4,57.89,2.8,2.4,1.4,1.68,2.0,2.31,0,2.26,1
2024-03-09,SP1,13:00,Valencia,Getafe,H,H,2023/2024,40.0,-0.5,40.0,3,52.63,5,36.84,1.2,2.0,0.8,2.74,0.6,1.47,0,1.05,0
2024-04-13,SP1,15:15,Vallecano,Getafe,D,D,2023/2024,20.0,-0.25,20.0,2,52.63,0,36.84,1.0,1.4,0.4,2.66,0.8,1.49,0,0.95,0
2024-04-27,SP1,15:15,Almeria,Getafe,A,D,2023/2024,40.0,0.0,100.0,11,52.63,5,68.42,1.2,1.4,0.8,2.15,2.4,1.74,0,1.16,1
2024-05-12,SP1,13:00,Cadiz,Getafe,H,H,2023/2024,40.0,-0.25,0.0,6,52.63,4,26.32,1.0,1.4,0.6,2.47,0.4,1.55,0,0.84,0
2024-05-18,SP1,20:00,Alaves,Getafe,H,H,2023/2024,20.0,-0.5,40.0,2,52.63,4,26.32,1.6,0.8,0.6,2.23,0.6,1.68,1,1.21,0
2024-08-15,SP1,18:00,Ath Bilbao,Getafe,D,H,2024/2025,0.0,-1.0,0.0,4,25.0,2,20.0,1.0,1.0,1.0,2.51,1.0,1.54,0,1.2,0
2024-09-14,SP1,17:30,Sevilla,Getafe,H,H,2024/2025,0.0,-0.25,33.33,4,25.0,4,50.0,0.67,1.0,0.5,2.67,1.33,1.5,0,1.0,0
2024-09-18,SP1,18:00,Betis,Getafe,H,D,2024/2025,33.33,-0.5,33.33,8,25.0,5,40.0,1.67,1.33,0.67,2.75,0.67,1.45,0,1.4,1
2024-09-25,SP1,20:00,Barcelona,Getafe,H,H,2024/2025,25.0,-1.5,66.67,4,25.0,1,66.67,3.33,1.25,0.5,1.64,0.33,2.23,0,3.33,0
2022-08-14,SP1,18:30,Valencia,Girona,H,H,2022/2023,0.0,-0.5,0.0,2,52.63,1,47.37,1.0,1.0,0.0,2.01,0.0,1.86,0,1.42,0
2022-09-03,SP1,13:00,Mallorca,Girona,D,D,2022/2023,0.0,-0.25,50.0,4,52.63,4,21.05,1.0,1.0,0.5,2.47,1.5,1.54,0,1.16,0
2022-09-18,SP1,17:30,Betis,Girona,H,D,2022/2023,33.33,-0.75,50.0,3,52.63,3,47.37,1.75,1.33,0.67,2.01,0.25,1.85,0,1.37,1
2022-10-08,SP1,15:15,Ath Madrid,Girona,H,H,2022/2023,50.0,-1.25,75.0,7,52.63,4,57.89,1.75,1.5,0.75,1.9,1.5,1.97,0,2.16,1
2022-10-20,SP1,18:00,Almeria,Girona,H,H,2022/2023,60.0,0.0,80.0,7,52.63,5,57.89,1.8,1.8,1.0,1.98,1.4,1.9,0,1.53,1
2022-10-30,SP1,15:15,Real Madrid,Girona,D,D,2022/2023,60.0,-1.75,60.0,6,52.63,2,57.89,2.4,1.8,1.2,1.47,1.0,2.8,0,2.32,0
2022-11-08,SP1,18:00,Elche,Girona,A,D,2022/2023,80.0,0.25,60.0,2,52.63,3,36.84,0.6,1.8,1.4,2.11,2.2,1.8,0,0.95,1
2023-01-07,SP1,20:00,Espanol,Girona,D,A,2022/2023,80.0,0.0,60.0,6,52.63,5,63.16,1.4,1.8,1.6,2.16,1.4,1.69,0,1.42,1
2023-01-22,SP1,13:00,Villarreal,Girona,H,D,2022/2023,60.0,-0.75,60.0,9,52.63,1,52.63,1.4,1.6,1.4,1.68,1.0,2.28,1,1.89,0
2023-02-10,SP1,20:00,Cadiz,Girona,H,H,2022/2023,40.0,0.25,20.0,3,52.63,1,31.58,1.8,1.4,1.0,2.49,0.8,1.56,0,1.0,0
2023-02-26,SP1,13:00,Ath Bilbao,Girona,A,A,2022/2023,60.0,-0.75,60.0,3,52.63,4,31.58,1.8,1.6,1.4,2.04,1.2,1.85,0,1.16,1
2023-03-04,SP1,13:00,Getafe,Girona,H,H,2022/2023,60.0,0.0,40.0,6,52.63,7,42.11,1.2,2.0,1.4,2.62,1.2,1.52,0,1.11,1
2023-03-18,SP1,15:15,Vallecano,Girona,D,H,2022/2023,60.0,-0.5,20.0,3,52.63,4,63.16,1.0,2.0,1.4,2.21,1.0,1.69,0,1.47,1
2023-04-10,SP1,20:00,Barcelona,Girona,D,D,2022/2023,60.0,-1.5,40.0,3,52.63,0,47.37,1.6,1.8,1.4,1.54,0.2,2.51,0,1.95,0
2023-04-22,SP1,17:30,Valladolid,Girona,H,H,2022/2023,60.0,0.0,60.0,6,52.63,6,47.37,1.4,1.6,1.4,1.96,1.4,1.85,0,1.11,0
2023-05-01,SP1,20:00,Sevilla,Girona,A,A,2022/2023,40.0,-0.5,80.0,5,52.63,3,52.63,1.6,1.2,1.2,2.0,1.8,1.86,0,1.26,0
2023-05-13,SP1,13:00,Sociedad,Girona,D,D,2022/2023,40.0,-1.0,40.0,6,52.63,6,31.58,2.0,1.0,1.2,2.16,0.6,1.75,1,1.37,1
2023-05-23,SP1,18:30,Celta,Girona,D,H,2022/2023,20.0,-0.25,40.0,7,52.63,4,52.63,1.0,0.8,1.0,2.04,1.2,1.85,0,1.37,0
2023-06-04,SP1,17:30,Osasuna,Girona,H,D,2022/2023,40.0,-0.25,60.0,7,52.63,6,47.37,2.0,1.2,1.2,1.75,1.2,2.09,0,1.26,1
2023-08-12,SP1,16:00,Sociedad,Girona,D,H,2023/2024,0.0,-0.75,0.0,2,57.89,1,31.58,1.0,1.0,1.0,2.15,1.0,1.74,0,1.37,0
2023-08-26,SP1,20:30,Sevilla,Girona,A,D,2023/2024,50.0,-0.5,100.0,4,57.89,3,57.89,1.0,1.0,1.5,1.98,2.0,1.88,0,1.42,1
2023-09-18,SP1,20:00,Granada,Girona,A,A,2023/2024,66.67,0.25,66.67,5,57.89,7,47.37,1.67,1.33,2.33,1.68,2.67,2.29,0,1.26,1
2023-09-27,SP1,18:00,Villarreal,Girona,A,D,2023/2024,75.0,-0.25,100.0,3,57.89,5,73.68,1.75,1.25,2.25,1.6,2.25,2.36,0,1.89,1
2023-10-07,SP1,13:00,Cadiz,Girona,A,D,2023/2024,60.0,0.25,20.0,2,57.89,5,26.32,1.0,1.0,2.0,1.99,0.6,1.86,0,0.84,0
2023-11-04,SP1,13:00,Osasuna,Girona,A,D,2023/2024,80.0,0.25,40.0,3,57.89,4,26.32,1.0,1.2,2.6,1.99,1.6,1.8,0,1.0,1
2023-11-11,SP1,13:00,Vallecano,Girona,A,D,2023/2024,80.0,0.25,60.0,9,57.89,7,36.84,1.6,1.2,2.6,1.88,1.4,1.99,0,0.95,1
2023-12-10,SP1,20:00,Barcelona,Girona,A,A,2023/2024,80.0,-1.25,60.0,11,57.89,7,57.89,1.4,1.2,2.6,1.37,1.4,3.25,0,2.26,1
2023-12-21,SP1,18:00,Betis,Girona,D,A,2023/2024,60.0,0.0,20.0,4,57.89,4,36.84,1.4,1.2,2.4,1.72,0.6,2.13,0,1.42,0
2024-01-14,SP1,13:00,Almeria,Girona,D,D,2023/2024,60.0,0.5,40.0,3,57.89,1,68.42,0.4,1.2,2.2,1.62,1.0,2.37,1,1.16,0
2024-01-28,SP1,13:00,Celta,Girona,A,A,2023/2024,40.0,0.0,20.0,5,57.89,6,42.11,0.8,0.8,1.6,1.7,0.8,2.23,0,1.11,0
2024-02-10,SP1,17:30,Real Madrid,Girona,H,H,2023/2024,40.0,-1.25,60.0,6,57.89,0,57.89,2.6,1.4,1.2,1.34,0.8,3.48,0,2.53,1
2024-02-19,SP1,20:00,Ath Bilbao,Girona,H,H,2023/2024,40.0,-0.5,60.0,7,57.89,6,57.89,2.4,1.6,0.8,1.86,0.6,1.97,0,2.21,1
2024-03-03,SP1,17:30,Mallorca,Girona,H,H,2023/2024,40.0,0.25,40.0,2,57.89,4,26.32,1.0,1.6,0.6,2.14,1.0,1.73,0,0.89,0
2024-03-16,SP1,17:30,Getafe,Girona,H,H,2023/2024,40.0,0.25,40.0,3,57.89,3,31.58,1.8,1.8,0.6,2.02,1.4,1.87,0,1.05,0
2024-04-13,SP1,13:00,Ath Madrid,Girona,H,H,2023/2024,60.0,-0.5,100.0,4,57.89,5,78.95,2.4,2.4,0.6,1.66,1.2,2.29,0,2.21,1
2024-04-27,SP1,13:00,Las Palmas,Girona,A,A,2023/2024,40.0,0.75,0.0,5,57.89,3,31.58,0.2,1.6,1.0,1.69,1.6,2.21,0,1.05,0
2024-05-10,SP1,20:00,Alaves,Girona,D,A,2023/2024,40.0,0.25,40.0,8,57.89,5,26.32,1.6,1.4,1.0,1.74,0.6,2.17,0,1.21,1
